priority,quantity,sales,shipping,price,cost,customer,category,name,container,margin
High,35,4408.6695,Regular Air,155.99,3.9,Consumer,Technology,T39m,Small Box,0.55
Not Specified,49,1201.934,Regular Air,28.99,8.59,Small Business,Technology,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Medium Box,0.56
Not Specified,38,395.84,Regular Air,9.77,6.02,Small Business,Furniture,DAX Solid Wood Frames,Medium Box,0.48
High,5,324.55,Regular Air,67.84,0.99,Corporate,Office Supplies,Fellowes Command Center 5-outlet power strip,Small Box,0.58
High,31,8901.78,Regular Air,276.2,24.49,Corporate,Furniture,SAFCO Arco Folding Chair,Large Box,
Critical,46,110.96,Regular Air,2.61,0.5,Small Business,Office Supplies,Avery 494,Small Box,0.39
Low,46,569.92,Regular Air,12.22,2.85,Home Office,Furniture,Aluminum Document Frame,Small Pack,0.55
Low,28,183.65,Regular Air,6.48,5.84,Home Office,Office Supplies,Xerox 226,Small Box,0.37
Not Specified,23,265.31,Express Air,11.5,7.19,Corporate,Office Supplies,Ibico Covers for Plastic or Wire Binding Elements,Small Box,0.4
Not Specified,15,1444.88,Regular Air,100.97,7.18,Corporate,Technology,Gyration Ultra Cordless Optical Suite,Small Box,0.46
Not Specified,23,2287.1,Regular Air,99.99,19.99,Corporate,Technology,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Small Box,0.52
Medium,42,1876.09,Regular Air,43.41,2.99,Small Business,Office Supplies,Satellite Sectional Post Binders,Small Box,0.39
Medium,19,145.26,Regular Air,7.35,5.96,Small Business,Office Supplies,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Small Box,0.38
Not Specified,40,3060.37,Regular Air,77.51,4,Corporate,Technology,Micro Innovations Media Access Pro Keyboard,Small Box,0.76
Not Specified,5,25.31,Regular Air,4.84,0.71,Corporate,Office Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52
High,23,2296.76,Regular Air,99.99,19.99,Home Office,Technology,US Robotics 56K V.92 External Faxmodem,Small Box,0.52
High,45,508.49,Express Air,12.07,6.2,Home Office,Furniture,Eldon¢ç 500 Class¢â Desk Accessories,Wrap Bag,0.52
Not Specified,44,1431,Express Air,30.98,6.5,Home Office,Technology,Logitech Internet Navigator Keyboard,Small Box,0.79
High,4,36.46,Regular Air,8.69,2.99,Consumer,Office Supplies,"Cardinal Slant-D¢ç Ring Binder, Heavy Gauge Vinyl",Small Box,0.39
High,19,773.83,Regular Air,40.98,5.33,Consumer,Office Supplies,Belkin 8 Outlet Surge Protector,Small Box,0.57
High,18,47.4,Regular Air,2.28,5.2,Consumer,Office Supplies,"Binney & Smith inkTank¢â Erasable Pocket Highlighter, Chisel Tip, Yellow",Wrap Bag,0.41
Medium,16,79.98,Regular Air,4.86,7.1,Small Business,Furniture,"Eldon Im?ge¢ç Series Desk Accessories, Clear",Small Box,0.42
Low,41,854.23,Regular Air,20.48,6.32,Small Business,Office Supplies,Kensington 6 Outlet Guardian Standard Surge Protector,Small Box,0.58
Low,26,47.91,Regular Air,1.86,2.58,Small Business,Office Supplies,"Super Bands, 12/Pack",Wrap Bag,0.82
Low,38,6427.258,Regular Air,205.99,2.5,Small Business,Technology,V70,Small Box,0.59
Critical,20,3361.7585,Regular Air,205.99,8.99,Consumer,Technology,TimeportP7382,Small Box,0.56
Not Specified,14,63.91,Regular Air,4.14,6.6,Corporate,Furniture,Eldon Image Series Black Desk Accessories,Small Box,0.49
Not Specified,32,1909.0065,Regular Air,65.99,8.99,Corporate,Technology,SC-3160,Small Box,0.59
Critical,31,206.54,Regular Air,6.48,9.68,Consumer,Office Supplies,Xerox 1993,Small Box,0.36
Not Specified,43,9501.624,Delivery Truck,286.85,61.76,Corporate,Furniture,Riverside Furniture Stanwyck Manor Table Series,Jumbo Box,0.78
Not Specified,25,318.14,Regular Air,12.28,5.09,Corporate,Office Supplies,Xerox 1907,Small Box,0.38
Critical,46,3412.08,Delivery Truck,70.98,26.85,Corporate,Furniture,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Jumbo Box,
Critical,31,1311.68,Regular Air,40.99,17.48,Corporate,Office Supplies,Xerox 1893,Small Box,0.36
Critical,44,786.26,Regular Air,17.48,1.99,Home Office,Technology,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Small Pack,0.46
High,33,125.27,Regular Air,3.81,4.83,Home Office,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Small Box,0.4
Not Specified,11,127.32,Express Air,10.91,2.99,Consumer,Office Supplies,Heavy-Duty E-Z-D¢ç Binders,Small Box,0.38
Critical,21,205.32,Express Air,10.01,1.99,Corporate,Technology,TDK 4.7GB DVD-R,Small Pack,0.41
Critical,47,807.6,Regular Air,16.74,5.08,Corporate,Office Supplies,GBC Poly Designer Binding Covers,Small Box,0.36
Critical,11,694.17,Regular Air,59.78,10.29,Corporate,Office Supplies,GBC Recycled Regency Composition Covers,Small Box,0.39
High,45,138.45,Express Air,2.94,0.7,Home Office,Office Supplies,Newell 338,Wrap Bag,0.58
Low,44,865.27,Regular Air,19.98,4,Home Office,Technology,Belkin 105-Key Black Keyboard,Small Box,0.68
Low,41,429.28,Regular Air,10.97,6.5,Home Office,Technology,Micro Innovations 104 Keyboard,Small Box,0.64
Not Specified,38,117.84,Regular Air,3.08,0.99,Small Business,Office Supplies,Avery 481,Small Box,0.37
Not Specified,47,121.2,Regular Air,2.78,1.25,Small Business,Office Supplies,Newell 318,Wrap Bag,0.59
High,13,81.68,Regular Air,5.98,5.15,Home Office,Office Supplies,Xerox 193,Small Box,0.36
Critical,30,10994.74,Delivery Truck,400.97,48.26,Corporate,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Jumbo Box,0.36
Critical,43,19461.8,Delivery Truck,449.99,49,Corporate,Technology,Canon PC940 Copier,Jumbo Drum,0.38
Critical,14,313.85,Regular Air,21.38,8.99,Corporate,Office Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59
Not Specified,28,164.5,Regular Air,5.84,1,Consumer,Office Supplies,"Quartet Omega¢ç Colored Chalk, 12/Pack",Wrap Bag,0.38
Medium,15,102.32,Regular Air,6.48,5.74,Corporate,Office Supplies,Xerox 1994,Small Box,0.37
High,10,238.88,Regular Air,22.38,15.1,Home Office,Office Supplies,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38
High,39,1235.29,Express Air,30.98,6.5,Home Office,Technology,Belkin ErgoBoard¢â Keyboard,Small Box,0.64
High,12,1928.327,Regular Air,195.99,8.99,Home Office,Technology,T28 WORLD,Small Box,0.6
Not Specified,31,934.87,Regular Air,31.74,12.62,Consumer,Office Supplies,GBC Wire Binding Strips,Small Box,0.37
Not Specified,18,2130.82,Regular Air,120.98,9.07,Consumer,Office Supplies,GBC VeloBinder Electric Binding Machine,Small Box,0.35
Low,23,44.89,Regular Air,1.95,1.63,Consumer,Office Supplies,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Wrap Bag,0.46
Not Specified,39,1836.06,Regular Air,48.92,4.5,Home Office,Office Supplies,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Small Box,0.59
Not Specified,2,21.03,Regular Air,8.69,2.99,Home Office,Office Supplies,"Cardinal Slant-D¢ç Ring Binder, Heavy Gauge Vinyl",Small Box,0.39
Medium,37,1356.45,Regular Air,35.44,19.99,Consumer,Office Supplies,Xerox 1880,Small Box,0.38
Medium,13,250.75,Regular Air,17.7,9.47,Consumer,Office Supplies,Portfile¢ç Personal File Boxes,Small Box,0.59
Medium,31,313.05,Express Air,9.78,1.99,Consumer,Technology,"Memorex Slim 80 Minute CD-R, 10/Pack",Small Pack,0.43
Medium,46,161.28,Regular Air,3.49,0.76,Consumer,Office Supplies,OIC Bulk Pack Metal Binder Clips,Wrap Bag,0.39
Medium,29,200.7,Regular Air,6.48,9.17,Consumer,Office Supplies,Xerox 1996,Small Box,0.37
Low,2,6.34,Regular Air,2.78,0.97,Small Business,Office Supplies,Newell 339,Wrap Bag,0.59
Low,8,57.15,Regular Air,5.98,7.5,Small Business,Office Supplies,Xerox 1920,Small Box,0.4
Low,48,2996.93,Regular Air,60.22,3.5,Small Business,Office Supplies,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Small Box,0.57
Low,15,1062.959,Express Air,85.99,2.5,Consumer,Technology,Accessory12,Small Box,0.35
Medium,7,44.25,Express Air,4.24,5.41,Corporate,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35
Low,35,7468.86,Delivery Truck,200.98,23.76,Small Business,Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Jumbo Drum,0.58
Low,33,283.8,Regular Air,8.69,2.99,Home Office,Office Supplies,"Cardinal Slant-D¢ç Ring Binder, Heavy Gauge Vinyl",Small Box,0.39
Critical,12,1940.32,Delivery Truck,146.34,43.75,Small Business,Furniture,Bevis Round Conference Table Top & Single Column Base,Jumbo Box,0.65
Medium,9,51.75,Regular Air,5.58,0.7,Corporate,Office Supplies,Newell 314,Wrap Bag,0.6
Medium,5,29.66,Regular Air,4.98,4.32,Corporate,Technology,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Small Pack,0.64
Medium,31,9459.94,Delivery Truck,300.98,54.92,Consumer,Furniture,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Jumbo Box,0.55
Not Specified,4,1199.336,Delivery Truck,349.45,60,Consumer,Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,
High,41,257.66,Regular Air,6.48,2.74,Corporate,Technology,"Sony MFD2HD Formatted Diskettes, 10/Pack",Small Pack,0.71
High,18,211.4,Regular Air,12.53,0.5,Corporate,Office Supplies,Avery 485,Small Box,0.38
High,44,287.22,Regular Air,6.68,5.41,Corporate,Office Supplies,Xerox 195,Small Box,0.37
High,22,1148.0355,Express Air,65.99,8.99,Corporate,Technology,i270,Small Box,0.55
Low,48,945.54,Regular Air,19.98,5.97,Consumer,Office Supplies,Xerox 1936,Small Box,0.38
Medium,29,146.68,Regular Air,5.28,2.99,Home Office,Office Supplies,"Wilson Jones 1"" Hanging DublLock¢ç Ring Binders",Small Box,0.37
Low,44,18697.24,Regular Air,420.98,19.99,Home Office,Office Supplies,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35
Low,48,786.13,Regular Air,16.74,7.04,Home Office,Office Supplies,Rogers¢ç Profile Extra Capacity Storage Tub,Small Box,0.81
Low,50,2447.65,Regular Air,46.94,6.77,Home Office,Furniture,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Small Box,0.44
Low,7,1069.64,Regular Air,161.55,19.99,Home Office,Office Supplies,Fellowes Super Stor/Drawer¢ç Files,Small Box,0.66
Medium,41,248.86,Regular Air,5.98,7.5,Small Business,Office Supplies,Xerox 1920,Small Box,0.4
Medium,42,278.01,Regular Air,6.48,8.73,Small Business,Office Supplies,Xerox 227,Small Box,0.37
High,33,2118.26,Regular Air,59.76,9.71,Corporate,Office Supplies,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Small Box,0.57
Not Specified,12,710.328,Regular Air,65.99,5.31,Small Business,Technology,3390,Small Box,0.57
Not Specified,23,1152.16,Regular Air,48.92,4.5,Home Office,Office Supplies,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Small Box,0.59
Not Specified,2,19.9,Regular Air,7.38,5.21,Home Office,Furniture,"Eldon¢ç Expressions¢â Wood Desk Accessories, Oak",Small Box,0.56
Medium,18,231.06,Regular Air,12.28,6.13,Corporate,Office Supplies,Recycled Eldon Regeneration Jumbo File,Small Box,0.57
Not Specified,11,5510.23,Delivery Truck,500.98,26,Consumer,Furniture,Global Troy¢â Executive Leather Low-Back Tilter,Jumbo Drum,0.6
Not Specified,21,177.06,Regular Air,8.45,7.77,Consumer,Office Supplies,"Elite 5"" Scissors",Small Pack,0.55
Medium,45,4072.8175,Regular Air,115.99,3,Small Business,Technology,V66,Small Box,0.59
Critical,31,341.71,Regular Air,10.98,5.14,Corporate,Office Supplies,GBC Imprintable Covers,Small Box,0.36
Critical,12,1769.74,Regular Air,152.48,4,Home Office,Technology,Adesso Programmable 142-Key Keyboard,Small Box,0.79
Critical,42,638.07,Regular Air,15.04,1.97,Home Office,Office Supplies,White GlueTop Scratch Pads,Wrap Bag,0.39
Critical,26,241.92,Regular Air,10.14,2.27,Small Business,Office Supplies,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Wrap Bag,0.36
Low,27,141.56,Regular Air,5.28,2.99,Corporate,Office Supplies,"Wilson Jones 1"" Hanging DublLock¢ç Ring Binders",Small Box,0.37
Medium,8,49.14,Express Air,4.28,6.18,Corporate,Office Supplies,Xerox 1980,Small Box,0.4
Not Specified,50,387.79,Regular Air,7.64,5.83,Consumer,Office Supplies,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36
Medium,27,822.7,Express Air,29.99,5.5,Home Office,Technology,Logitech Cordless Access Keyboard,Small Box,0.51
High,4,24.32,Express Air,4.71,0.7,Corporate,Office Supplies,Plymouth Boxed Rubber Bands by Plymouth,Wrap Bag,0.8
High,7,344.301,Express Air,55.99,1.25,Corporate,Technology,Accessory32,Small Pack,0.35
Not Specified,13,129.9,Regular Air,9.06,9.86,Consumer,Office Supplies,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Small Box,0.4
Not Specified,17,135.38,Regular Air,7.98,6.5,Corporate,Office Supplies,Iris Project Case,Medium Box,0.59
Low,17,204.07,Express Air,11.97,4.98,Home Office,Office Supplies,Staples 6 Outlet Surge,Small Box,0.58
Not Specified,29,12098.87,Delivery Truck,400.98,42.52,Consumer,Furniture,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.71
Medium,42,162.57,Regular Air,3.75,0.5,Corporate,Office Supplies,Avery 510,Small Box,0.37
Medium,3,35.68,Regular Air,9.78,5.76,Consumer,Office Supplies,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Small Box,0.35
Medium,11,234.76,Regular Air,21.38,8.99,Consumer,Office Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59
Medium,3,498.49,Delivery Truck,145.98,51.92,Consumer,Furniture,Bevis Rectangular Conference Tables,Jumbo Box,0.69
Not Specified,4,52.59,Regular Air,11.35,8.6,Small Business,Office Supplies,"SimpliFile¢â Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Small Box,0.57
High,46,648.26,Regular Air,14.27,7.27,Corporate,Office Supplies,"GBC Laser Imprintable Binding System Covers, Desert Sand",Small Box,0.38
High,46,410.43,Regular Air,9.49,5.76,Corporate,Technology,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Medium Box,0.39
High,38,468.95,Express Air,11.5,7.19,Corporate,Office Supplies,Ibico Covers for Plastic or Wire Binding Elements,Small Box,0.4
Medium,7,1143.4285,Express Air,195.99,4.2,Corporate,Technology,T65,Small Box,0.56
Critical,43,9750.55,Delivery Truck,216.6,64.2,Small Business,Furniture,Hon Multipurpose Stacking Arm Chairs,Jumbo Drum,0.59
Not Specified,45,178.7,Regular Air,3.95,5.13,Corporate,Office Supplies,"Hoover Replacement Belts For Soft Guard¢â & Commercial Ltweight Upright Vacs, 2/Pk",Small Box,0.59
Low,5,177.05,Regular Air,35.41,1.99,Home Office,Technology,Imation DVD-RAM discs,Small Pack,0.43
Not Specified,40,202.11,Regular Air,5,3.39,Small Business,Office Supplies,Advantus Plastic Paper Clips,Wrap Bag,0.37
Not Specified,49,630.99,Regular Air,12.99,9.44,Small Business,Technology,Hewlett Packard 6S Scientific Calculator,Medium Box,0.39
High,38,1142.485,Regular Air,35.99,1.25,Small Business,Technology,Accessory13,Small Pack,0.57
Critical,20,2104.991,Regular Air,125.99,8.8,Home Office,Technology,StarTAC 6500,Small Box,0.59
Not Specified,29,2770.79,Delivery Truck,90.98,30,Corporate,Furniture,Office Star - Task Chair with Contemporary Loop Arms,Jumbo Drum,0.61
Critical,4,3510.82,Regular Air,896.99,19.99,Home Office,Office Supplies,GBC DocuBind TL300 Electric Binding System,Small Box,0.38
Low,12,1318.34,Express Air,105.34,24.49,Consumer,Furniture,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Large Box,0.61
Low,42,1587.59,Regular Air,39.89,3.04,Consumer,Furniture,Ultra Commercial Grade Dual Valve Door Closer,Wrap Bag,0.53
Critical,40,233.2,Regular Air,5.68,1.46,Home Office,Office Supplies,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Wrap Bag,0.39
Critical,24,245.53,Regular Air,10.14,2.27,Home Office,Office Supplies,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Wrap Bag,0.36
Low,50,2437.67,Regular Air,50.98,22.24,Home Office,Furniture,"Dana Fluorescent Magnifying Lamp, White, 36""",Large Box,0.55
Low,43,1438.33,Regular Air,34.76,8.22,Home Office,Office Supplies,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57
Critical,4,904.12,Regular Air,225.04,11.79,Corporate,Office Supplies,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Medium Box,0.42
Medium,23,103.5,Regular Air,4.24,5.41,Home Office,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35
Medium,3,19707.2,Regular Air,6783.02,24.49,Home Office,Technology,Polycom ViewStation¢â ISDN Videoconferencing Unit,Large Box,0.39
Medium,47,5301.2,Regular Air,105.29,10.12,Corporate,Furniture,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Large Box,0.79
Medium,12,418.44,Delivery Truck,31.76,45.51,Corporate,Furniture,Hon iLevel¢â Computer Training Table,Jumbo Box,0.65
Not Specified,33,3636.37,Delivery Truck,113.98,30,Home Office,Furniture,Hon Comfortask¢ç Task/Swivel Chairs,Jumbo Drum,0.69
Medium,40,1184.03,Regular Air,30.73,4,Home Office,Technology,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75
High,50,4648.52,Delivery Truck,100.97,14,Small Business,Technology,Hewlett-Packard Deskjet 3820 Color Inkjet Printer,Jumbo Drum,0.37
Critical,19,281.84,Regular Air,15.01,8.4,Corporate,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Small Box,0.39
Critical,25,509.52,Regular Air,20.97,6.5,Corporate,Technology,Microsoft Internet Keyboard,Small Box,0.78
Critical,10,97.02,Regular Air,10.01,1.99,Corporate,Technology,TDK 4.7GB DVD-R,Small Pack,0.41
High,3,21.01,Regular Air,4.98,5.02,Corporate,Office Supplies,Xerox 1989,Small Box,0.38
High,1,3457.99,Regular Air,3499.99,24.49,Corporate,Technology,Canon imageCLASS 2200 Advanced Copier,Large Box,0.37
High,27,4722.83,Regular Air,165.98,19.99,Consumer,Office Supplies,GBC DocuBind P100 Manual Binding Machine,Small Box,0.4
High,40,6069.05,Regular Air,155.06,7.07,Consumer,Office Supplies,"Dual Level, Single-Width Filing Carts",Small Box,0.59
Low,43,1334.05,Regular Air,30.56,2.99,Home Office,Office Supplies,Surelock¢â Post Binders,Small Box,0.35
Low,50,6552.86,Delivery Truck,137.48,32.18,Home Office,Furniture,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Jumbo Box,0.78
Critical,23,130.16,Regular Air,5.98,5.14,Home Office,Office Supplies,Xerox 1974,Small Box,0.36
Low,25,7667.78,Delivery Truck,306.14,26.53,Small Business,Technology,Okidata ML184 Turbo Dot Matrix Printers,Jumbo Drum,0.56
Low,40,1305.85,Regular Air,30.98,17.08,Small Business,Office Supplies,Xerox 197,Small Box,0.4
Low,19,28.34,Regular Air,1.48,0.7,Corporate,Office Supplies,Binder Clips by OIC,Wrap Bag,0.37
Not Specified,3,554.32,Regular Air,172.99,19.99,Small Business,Office Supplies,Ibico EB-19 Dual Function Manual Binding System,Small Box,0.39
Not Specified,15,1073.567,Regular Air,85.99,0.99,Small Business,Technology,Accessory4,Wrap Bag,0.85
Not Specified,32,225.16,Regular Air,6.68,5.2,Home Office,Office Supplies,Xerox 1977,Small Box,0.37
Medium,16,587.88,Express Air,35.41,1.99,Corporate,Technology,Imation DVD-RAM discs,Small Pack,0.43
Low,45,2207.9,Regular Air,49.34,10.25,Consumer,Furniture,Electrix Fluorescent Magnifier Lamps & Weighted Base,Large Box,0.57
Low,41,139.93,Regular Air,3.28,1.95,Consumer,Office Supplies,"Sanford Colorific¢ç Eraseable Coloring Pencils, 12 Count",Wrap Bag,0.42
Low,8,15.45,Regular Air,1.81,1.56,Consumer,Office Supplies,Colored Push Pins,Wrap Bag,0.49
Critical,30,203.48,Express Air,6.48,6.35,Home Office,Office Supplies,Xerox 200,Small Box,0.37
Not Specified,20,205.33,Regular Air,9.77,6.02,Corporate,Furniture,DAX Solid Wood Frames,Medium Box,0.48
Not Specified,14,270.25,Regular Air,18.94,1.49,Home Office,Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,Small Box,0.35
Critical,17,1368.14,Express Air,76.72,19.95,Home Office,Office Supplies,Honeywell Enviracaire¢ç Portable Air Cleaner for up to 8 x 10 Room,Large Box,0.54
Critical,16,843.15,Regular Air,48.91,5.81,Corporate,Office Supplies,Xerox 1891,Small Box,0.38
Critical,24,3978.02,Regular Air,165.98,19.99,Corporate,Office Supplies,GBC DocuBind P100 Manual Binding Machine,Small Box,0.4
Critical,35,343.92,Regular Air,10.35,0.99,Consumer,Office Supplies,Avery 503,Small Box,0.37
Medium,2,7.75,Regular Air,2.6,2.4,Small Business,Office Supplies,12 Colored Short Pencils,Wrap Bag,0.58
Medium,41,1665.81,Regular Air,40.98,7.47,Corporate,Office Supplies,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Small Box,0.37
Not Specified,33,5964.19,Regular Air,199.99,24.49,Consumer,Technology,Canon PC-428 Personal Copier,Large Box,0.46
Not Specified,15,109.2,Regular Air,6.48,7.37,Consumer,Office Supplies,Xerox 210,Small Box,0.37
Critical,33,3537.84,Delivery Truck,100.89,42,Small Business,Furniture,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Jumbo Drum,0.61
Critical,43,2221.2,Regular Air,48.91,35,Small Business,Office Supplies,Tennsco Industrial Shelving,Large Box,0.83
Low,39,6888.6635,Regular Air,205.99,5,Corporate,Technology,Phone 918,Small Box,0.59
Low,4,8.87,Regular Air,1.95,1.63,Corporate,Office Supplies,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Wrap Bag,0.46
Low,43,720.613,Regular Air,20.99,0.99,Corporate,Technology,Accessory21,Wrap Bag,0.37
Medium,42,2475.83,Regular Air,59.98,3.99,Corporate,Office Supplies,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,0.57
Not Specified,40,2205.7585,Regular Air,65.99,8.99,Home Office,Technology,8260,Small Box,0.58
High,31,1750,Express Air,55.48,14.3,Home Office,Office Supplies,Xerox 194,Small Box,0.37
Low,48,112.16,Regular Air,2.08,5.33,Home Office,Furniture,Eldon¢ç Wave Desk Accessories,Small Box,0.43
Critical,45,15963.09,Delivery Truck,350.98,30,Consumer,Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Jumbo Drum,0.61
Critical,33,58.48,Regular Air,1.68,1,Consumer,Office Supplies,Prang Dustless Chalk Sticks,Wrap Bag,0.35
Critical,35,12908.4,Delivery Truck,350.99,59,Home Office,Furniture,Global Leather Executive Chair,Jumbo Drum,0.55
High,21,524.2,Regular Air,23.99,6.71,Corporate,Office Supplies,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Small Box,0.35
Critical,3,23.38,Regular Air,6.48,5.14,Small Business,Office Supplies,Xerox 23,Small Box,0.37
Critical,16,139.37,Express Air,8.34,2.64,Small Business,Office Supplies,Acme¢ç Elite Stainless Steel Scissors,Small Pack,0.59
Critical,18,1221.62,Regular Air,64.65,35,Small Business,Office Supplies,Space Solutions Commercial Steel Shelving,Large Box,0.8
Medium,39,6553.45,Regular Air,162.93,19.99,Small Business,Office Supplies,Multimedia Mailers,Small Box,0.39
Critical,35,2130.31,Delivery Truck,60.89,32.41,Corporate,Furniture,"Global Push Button Manager's Chair, Indigo",Jumbo Drum,0.56
Not Specified,10,1600.85,Delivery Truck,159.31,60,Corporate,Furniture,Hon Non-Folding Utility Tables,Jumbo Drum,0.55
High,35,59.66,Regular Air,1.68,1.57,Corporate,Office Supplies,Newell 323,Wrap Bag,0.59
High,2,377.016,Delivery Truck,218.75,69.64,Corporate,Furniture,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77
High,8,124.7,Regular Air,15.04,1.97,Corporate,Office Supplies,White GlueTop Scratch Pads,Wrap Bag,0.39
Not Specified,34,772.56,Express Air,22.98,4.5,Home Office,Office Supplies,Belkin F5C206VTEL 6 Outlet Surge,Small Box,0.55
Critical,26,13905.88,Regular Air,574.74,24.49,Consumer,Technology,Polycom ViaVideo¢â Desktop Video Communications Unit,Large Box,0.37
Medium,2,25.09,Regular Air,8.04,8.94,Corporate,Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4
Critical,46,2116.2,Regular Air,48.92,4.5,Home Office,Office Supplies,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Small Box,0.59
Critical,46,766.36,Regular Air,15.57,1.39,Home Office,Office Supplies,Park Ridge¢â Embossed Executive Business Envelopes,Small Box,0.38
Critical,28,547.32,Regular Air,20.24,6.67,Home Office,Furniture,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,0.49
Critical,13,192.44,Regular Air,14.48,6.46,Home Office,Office Supplies,"GBC White Gloss Covers, Plain Front",Small Box,0.38
Critical,3,1294.35,Regular Air,449.99,24.49,Home Office,Technology,Hewlett Packard 610 Color Digital Copier / Printer,Large Box,0.4
High,22,152.52,Regular Air,6.48,5.94,Corporate,Office Supplies,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Small Box,0.37
High,14,71.6,Regular Air,4.98,4.7,Corporate,Office Supplies,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.38
High,37,1699.983,Regular Air,55.99,5,Corporate,Technology,Accessory36,Small Pack,0.83
Medium,2,3668.28,Regular Air,1938.02,13.99,Consumer,Technology,Polycom ViewStation¢â Adapter H323 Videoconferencing Unit,Medium Box,0.38
Medium,50,295.37,Regular Air,5.98,5.46,Small Business,Office Supplies,Xerox 1983,Small Box,0.36
High,49,561.06,Regular Air,11.58,6.97,Consumer,Office Supplies,"Peel & Seel¢ç Recycled Catalog Envelopes, Brown",Small Box,0.35
High,19,320.03,Regular Air,15.31,8.78,Consumer,Office Supplies,Eldon Jumbo ProFile¢â Portable File Boxes Graphite/Black,Small Box,0.57
Not Specified,29,143.29,Regular Air,4.98,4.72,Corporate,Office Supplies,Xerox 1949,Small Box,0.36
Critical,9,34.18,Regular Air,3.6,2.2,Consumer,Office Supplies,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Wrap Bag,0.39
Medium,34,43.54,Regular Air,1.26,0.7,Corporate,Office Supplies,Bagged Rubber Bands,Wrap Bag,0.81
Low,31,477.16,Regular Air,15.04,1.97,Consumer,Office Supplies,White GlueTop Scratch Pads,Wrap Bag,0.39
