case,time,season,holiday,working,weather,temp,atemp,humidity,windspeed,casual,registered,total
10047,2012-11-03 23:00,winter,No,No,sunny,13.12,16.665,57,7.0015,15,133,148
10048,2012-11-04 0:00,winter,No,No,sunny,12.3,15.91,61,7.0015,5,97,102
10049,2012-11-04 1:00,winter,No,No,sunny,10.66,14.395,81,6.0032,26,139,165
10050,2012-11-04 2:00,winter,No,No,sunny,12.3,16.665,65,0,6,31,37
10051,2012-11-04 3:00,winter,No,No,sunny,11.48,14.395,61,7.0015,1,10,11
10052,2012-11-04 4:00,winter,No,No,sunny,10.66,13.635,65,8.9981,2,7,9
10053,2012-11-04 5:00,winter,No,No,sunny,10.66,13.635,65,7.0015,0,5,5
10054,2012-11-04 6:00,winter,No,No,sunny,11.48,14.395,61,8.9981,2,14,16
10055,2012-11-04 7:00,winter,No,No,sunny,10.66,13.635,65,7.0015,11,39,50
10056,2012-11-04 8:00,winter,No,No,sunny,12.3,15.15,56,8.9981,34,115,149
10057,2012-11-04 9:00,winter,No,No,sunny,13.12,16.665,53,0,56,161,217
10058,2012-11-04 10:00,winter,No,No,sunny,13.94,16.665,49,12.998,73,287,360
10059,2012-11-04 11:00,winter,No,No,sunny,15.58,19.695,46,15.0013,134,311,445
10060,2012-11-04 12:00,winter,No,No,sunny,15.58,19.695,46,15.0013,150,354,504
10061,2012-11-04 13:00,winter,No,No,sunny,16.4,20.455,43,15.0013,122,371,493
10062,2012-11-04 14:00,winter,No,No,sunny,16.4,20.455,40,12.998,149,360,509
10063,2012-11-04 15:00,winter,No,No,sunny,16.4,20.455,40,15.0013,149,300,449
10064,2012-11-04 16:00,winter,No,No,sunny,16.4,20.455,40,22.0028,119,316,435
10065,2012-11-04 17:00,winter,No,No,sunny,14.76,17.425,43,12.998,57,270,327
10066,2012-11-04 18:00,winter,No,No,sunny,14.76,17.425,43,15.0013,31,206,237
10067,2012-11-04 19:00,winter,No,No,sunny,14.76,16.665,43,16.9979,24,203,227
10068,2012-11-04 20:00,winter,No,No,sunny,13.12,14.395,53,23.9994,7,134,141
10069,2012-11-04 21:00,winter,No,No,sunny,12.3,13.635,52,19.9995,16,71,87
10070,2012-11-04 22:00,winter,No,No,sunny,12.3,14.395,52,19.0012,15,64,79
10071,2012-11-04 23:00,winter,No,No,cloudy,12.3,15.15,56,11.0014,12,41,53
10072,2012-11-05 0:00,winter,No,Yes,cloudy,12.3,14.395,56,12.998,3,20,23
10073,2012-11-05 1:00,winter,No,Yes,cloudy,12.3,15.15,56,11.0014,0,8,8
10074,2012-11-05 2:00,winter,No,Yes,cloudy,12.3,15.15,56,11.0014,2,4,6
10075,2012-11-05 3:00,winter,No,Yes,cloudy,12.3,14.395,56,15.0013,1,3,4
10076,2012-11-05 4:00,winter,No,Yes,cloudy,12.3,14.395,52,16.9979,5,11,16
10077,2012-11-05 5:00,winter,No,Yes,cloudy,12.3,13.635,52,22.0028,1,38,39
10078,2012-11-05 6:00,winter,No,Yes,cloudy,12.3,14.395,49,19.0012,4,135,139
10079,2012-11-05 7:00,winter,No,Yes,cloudy,12.3,14.395,49,16.9979,8,453,461
10080,2012-11-05 8:00,winter,No,Yes,cloudy,12.3,14.395,49,15.0013,19,629,648
10081,2012-11-05 9:00,winter,No,Yes,cloudy,12.3,14.395,52,19.0012,18,239,257
10082,2012-11-05 10:00,winter,No,Yes,sunny,13.12,15.15,49,19.0012,30,112,142
10083,2012-11-05 11:00,winter,No,Yes,sunny,13.94,15.91,46,15.0013,31,119,150
10084,2012-11-05 12:00,winter,No,Yes,sunny,14.76,16.665,43,22.0028,38,206,244
10085,2012-11-05 13:00,winter,No,Yes,sunny,14.76,16.665,40,16.9979,39,183,222
10086,2012-11-05 14:00,winter,No,Yes,sunny,15.58,19.695,40,11.0014,31,165,196
10087,2012-11-05 15:00,winter,No,Yes,sunny,15.58,19.695,40,19.0012,24,207,231
10088,2012-11-05 16:00,winter,No,Yes,sunny,14.76,16.665,43,19.0012,35,325,360
10089,2012-11-05 17:00,winter,No,Yes,sunny,13.94,15.91,46,15.0013,34,604,638
10090,2012-11-05 18:00,winter,No,Yes,sunny,13.94,15.91,46,15.0013,19,523,542
10091,2012-11-05 19:00,winter,No,Yes,sunny,13.12,15.91,49,11.0014,11,361,372
10092,2012-11-05 20:00,winter,No,Yes,sunny,13.12,15.15,49,16.9979,13,228,241
10093,2012-11-05 21:00,winter,No,Yes,sunny,12.3,14.395,52,19.0012,8,144,152
10094,2012-11-05 22:00,winter,No,Yes,sunny,11.48,13.635,56,12.998,4,111,115
10095,2012-11-05 23:00,winter,No,Yes,sunny,10.66,13.635,60,8.9981,0,53,53
10096,2012-11-06 0:00,winter,No,Yes,sunny,9.84,12.88,60,7.0015,1,18,19
10097,2012-11-06 1:00,winter,No,Yes,sunny,9.84,12.12,60,11.0014,0,8,8
10098,2012-11-06 2:00,winter,No,Yes,sunny,9.84,12.88,65,6.0032,0,2,2
10099,2012-11-06 3:00,winter,No,Yes,sunny,9.02,12.12,64,7.0015,0,4,4
10100,2012-11-06 4:00,winter,No,Yes,sunny,9.02,12.88,69,6.0032,0,7,7
10101,2012-11-06 5:00,winter,No,Yes,cloudy,9.02,11.365,64,12.998,1,40,41
10102,2012-11-06 6:00,winter,No,Yes,sunny,9.02,11.365,69,8.9981,6,143,149
10103,2012-11-06 7:00,winter,No,Yes,sunny,8.2,10.605,69,11.0014,9,378,387
10104,2012-11-06 8:00,winter,No,Yes,sunny,9.02,11.365,69,11.0014,20,568,588
10105,2012-11-06 9:00,winter,No,Yes,sunny,10.66,12.88,60,11.0014,25,338,363
10106,2012-11-06 10:00,winter,No,Yes,sunny,12.3,14.395,49,12.998,41,189,230
10107,2012-11-06 11:00,winter,No,Yes,sunny,13.12,16.665,45,8.9981,39,177,216
10108,2012-11-06 12:00,winter,No,Yes,sunny,13.12,16.665,45,8.9981,31,217,248
10109,2012-11-06 13:00,winter,No,Yes,sunny,13.94,16.665,46,8.9981,46,232,278
10110,2012-11-06 14:00,winter,No,Yes,sunny,14.76,18.18,40,7.0015,44,196,240
10111,2012-11-06 15:00,winter,No,Yes,sunny,13.94,15.91,46,16.9979,45,227,272
10112,2012-11-06 16:00,winter,No,Yes,sunny,13.94,16.665,46,11.0014,33,369,402
10113,2012-11-06 17:00,winter,No,Yes,sunny,13.12,15.15,53,15.0013,30,597,627
10114,2012-11-06 18:00,winter,No,Yes,sunny,13.12,15.15,57,19.9995,20,477,497
10115,2012-11-06 19:00,winter,No,Yes,sunny,12.3,14.395,56,15.0013,15,356,371
10116,2012-11-06 20:00,winter,No,Yes,sunny,12.3,14.395,61,15.0013,10,218,228
10117,2012-11-06 21:00,winter,No,Yes,cloudy,12.3,14.395,56,16.9979,14,137,151
10118,2012-11-06 22:00,winter,No,Yes,cloudy,12.3,14.395,56,15.0013,17,136,153
10119,2012-11-06 23:00,winter,No,Yes,sunny,12.3,14.395,56,15.0013,19,186,205
10120,2012-11-07 0:00,winter,No,Yes,cloudy,12.3,14.395,56,19.0012,49,234,283
10121,2012-11-07 1:00,winter,No,Yes,cloudy,11.48,13.635,61,16.9979,6,86,92
10122,2012-11-07 2:00,winter,No,Yes,cloudy,11.48,12.88,56,19.9995,6,68,74
10123,2012-11-07 3:00,winter,No,Yes,cloudy,11.48,12.88,52,22.0028,2,9,11
10124,2012-11-07 4:00,winter,No,Yes,cloudy,11.48,12.88,52,19.9995,0,9,9
10125,2012-11-07 5:00,winter,No,Yes,cloudy,11.48,12.88,52,22.0028,0,27,27
10126,2012-11-07 6:00,winter,No,Yes,cloudy,10.66,12.12,56,19.0012,3,115,118
10127,2012-11-07 7:00,winter,No,Yes,cloudy,10.66,11.365,56,19.9995,5,314,319
10128,2012-11-07 8:00,winter,No,Yes,cloudy,10.66,12.12,60,19.0012,18,583,601
10129,2012-11-07 9:00,winter,No,Yes,cloudy,10.66,12.12,60,19.0012,17,351,368
10130,2012-11-07 10:00,winter,No,Yes,cloudy,11.48,12.88,56,19.9995,27,151,178
10131,2012-11-07 11:00,winter,No,Yes,cloudy,13.12,14.395,51,23.9994,15,132,147
10132,2012-11-07 12:00,winter,No,Yes,cloudy,13.12,15.15,53,19.0012,24,188,212
10133,2012-11-07 13:00,winter,No,Yes,cloudy,13.12,15.15,53,16.9979,23,158,181
10134,2012-11-07 14:00,winter,No,Yes,cloudy,13.12,14.395,53,23.9994,19,142,161
10135,2012-11-07 15:00,winter,No,Yes,cloudy,13.12,15.15,53,19.9995,20,178,198
10136,2012-11-07 16:00,winter,No,Yes,cloudy,13.12,14.395,53,23.9994,23,250,273
10137,2012-11-07 17:00,winter,No,Yes,cloudy,13.12,14.395,53,26.0027,16,501,517
10138,2012-11-07 18:00,winter,No,Yes,cloudy,13.12,14.395,53,23.9994,17,448,465
10139,2012-11-07 19:00,winter,No,Yes,cloudy,12.3,13.635,56,19.9995,17,302,319
10140,2012-11-07 20:00,winter,No,Yes,cloudy,13.12,15.15,49,22.0028,7,249,256
10141,2012-11-07 21:00,winter,No,Yes,cloudy,13.12,15.15,49,19.9995,5,121,126
10142,2012-11-07 22:00,winter,No,Yes,weak rain snow,12.3,14.395,56,16.9979,4,56,60
10143,2012-11-07 23:00,winter,No,Yes,weak rain snow,11.48,13.635,65,15.0013,3,37,40
10144,2012-11-08 0:00,winter,No,Yes,weak rain snow,11.48,13.635,61,15.0013,1,14,15
10145,2012-11-08 1:00,winter,No,Yes,weak rain snow,12.3,13.635,52,23.9994,1,11,12
10146,2012-11-08 2:00,winter,No,Yes,cloudy,12.3,14.395,49,15.0013,1,5,6
10147,2012-11-08 4:00,winter,No,Yes,cloudy,12.3,14.395,45,19.0012,1,9,10
10148,2012-11-08 5:00,winter,No,Yes,cloudy,12.3,14.395,42,15.0013,0,35,35
10149,2012-11-08 6:00,winter,No,Yes,sunny,12.3,14.395,39,15.0013,2,122,124
10150,2012-11-08 7:00,winter,No,Yes,sunny,11.48,12.88,36,26.0027,12,411,423
10151,2012-11-08 8:00,winter,No,Yes,sunny,12.3,14.395,33,19.0012,16,652,668
10152,2012-11-08 9:00,winter,No,Yes,sunny,13.12,14.395,31,23.9994,22,253,275
10153,2012-11-08 10:00,winter,No,Yes,sunny,13.12,15.15,31,22.0028,13,148,161
10154,2012-11-08 11:00,winter,No,Yes,sunny,14.76,16.665,29,26.0027,16,155,171
10155,2012-11-08 12:00,winter,No,Yes,sunny,16.4,20.455,24,32.9975,33,202,235
10156,2012-11-08 13:00,winter,No,Yes,sunny,18.04,21.97,18,27.9993,33,195,228
10157,2012-11-08 14:00,winter,No,Yes,sunny,18.04,21.97,18,27.9993,33,149,182
10158,2012-11-08 15:00,winter,No,Yes,sunny,18.04,21.97,18,27.9993,32,201,233
10159,2012-11-08 16:00,winter,No,Yes,sunny,17.22,21.21,16,26.0027,18,321,339
10160,2012-11-08 17:00,winter,No,Yes,sunny,16.4,20.455,20,19.9995,36,556,592
10161,2012-11-08 18:00,winter,No,Yes,sunny,16.4,20.455,24,27.9993,16,491,507
10162,2012-11-08 19:00,winter,No,Yes,sunny,15.58,19.695,27,23.9994,14,359,373
10163,2012-11-08 20:00,winter,No,Yes,sunny,15.58,19.695,29,31.0009,10,235,245
10164,2012-11-08 21:00,winter,No,Yes,sunny,14.76,16.665,37,26.0027,11,222,233
10165,2012-11-08 22:00,winter,No,Yes,sunny,13.94,15.15,42,19.9995,14,147,161
10166,2012-11-08 23:00,winter,No,Yes,sunny,13.94,15.15,46,23.9994,5,82,87
10167,2012-11-09 0:00,winter,No,Yes,sunny,13.94,15.15,49,22.0028,9,46,55
10168,2012-11-09 1:00,winter,No,Yes,sunny,13.12,15.15,53,19.0012,3,17,20
10169,2012-11-09 2:00,winter,No,Yes,sunny,13.12,15.15,53,16.9979,1,11,12
10170,2012-11-09 3:00,winter,No,Yes,sunny,13.12,14.395,53,27.9993,3,6,9
10171,2012-11-09 4:00,winter,No,Yes,sunny,13.12,14.395,53,23.9994,0,14,14
10172,2012-11-09 5:00,winter,No,Yes,sunny,12.3,14.395,56,12.998,2,25,27
10173,2012-11-09 6:00,winter,No,Yes,sunny,10.66,13.635,65,7.0015,5,126,131
10174,2012-11-09 7:00,winter,No,Yes,sunny,10.66,13.635,65,8.9981,9,332,341
10175,2012-11-09 8:00,winter,No,Yes,sunny,13.12,15.91,57,11.0014,25,668,693
10176,2012-11-09 9:00,winter,No,Yes,sunny,13.94,15.15,53,27.9993,23,304,327
10177,2012-11-09 10:00,winter,No,Yes,sunny,14.76,16.665,50,22.0028,34,163,197
10178,2012-11-09 11:00,winter,No,Yes,sunny,16.4,20.455,47,19.9995,66,185,251
10179,2012-11-09 12:00,winter,No,Yes,sunny,18.04,21.97,41,22.0028,48,214,262
10180,2012-11-09 13:00,winter,No,Yes,sunny,18.86,22.725,38,19.9995,62,237,299
10181,2012-11-09 14:00,winter,No,Yes,sunny,18.86,22.725,38,12.998,67,207,274
10182,2012-11-09 15:00,winter,No,Yes,sunny,18.86,22.725,36,15.0013,78,278,356
10183,2012-11-09 16:00,winter,No,Yes,sunny,18.86,22.725,38,11.0014,57,377,434
10184,2012-11-09 17:00,winter,No,Yes,sunny,17.22,21.21,44,8.9981,61,593,654
10185,2012-11-09 18:00,winter,No,Yes,sunny,17.22,21.21,44,7.0015,46,450,496
10186,2012-11-09 19:00,winter,No,Yes,sunny,13.94,17.425,71,6.0032,30,331,361
10187,2012-11-09 20:00,winter,No,Yes,sunny,14.76,17.425,66,8.9981,20,235,255
10188,2012-11-09 21:00,winter,No,Yes,sunny,13.94,18.18,76,0,23,176,199
10189,2012-11-09 22:00,winter,No,Yes,sunny,13.94,17.425,71,7.0015,17,146,163
10190,2012-11-09 23:00,winter,No,Yes,sunny,13.12,16.665,81,6.0032,20,142,162
10191,2012-11-10 0:00,winter,No,No,sunny,13.12,16.665,76,6.0032,16,106,122
10192,2012-11-10 1:00,winter,No,No,sunny,12.3,15.91,81,6.0032,8,68,76
10193,2012-11-10 2:00,winter,No,No,sunny,13.12,17.425,81,0,2,42,44
10194,2012-11-10 3:00,winter,No,No,sunny,12.3,16.665,81,0,9,11,20
10195,2012-11-10 4:00,winter,No,No,sunny,10.66,13.635,87,7.0015,2,4,6
10196,2012-11-10 5:00,winter,No,No,sunny,11.48,15.91,87,0,1,9,10
10197,2012-11-10 6:00,winter,No,No,sunny,9.84,12.88,93,6.0032,5,11,16
10198,2012-11-10 7:00,winter,No,No,sunny,10.66,13.635,87,7.0015,14,57,71
10199,2012-11-10 8:00,winter,No,No,sunny,13.12,17.425,76,0,16,130,146
10200,2012-11-10 9:00,winter,No,No,sunny,14.76,17.425,66,12.998,43,216,259
10201,2012-11-10 10:00,winter,No,No,sunny,16.4,20.455,58,0,86,264,350
10202,2012-11-10 11:00,winter,No,No,sunny,16.4,20.455,58,7.0015,143,323,466
10203,2012-11-10 12:00,winter,No,No,sunny,19.68,23.485,48,0,258,348,606
10204,2012-11-10 13:00,winter,No,No,sunny,21.32,25,39,0,268,383,651
10205,2012-11-10 14:00,winter,No,No,sunny,22.14,25.76,37,0,280,347,627
10206,2012-11-10 15:00,winter,No,No,sunny,21.32,25,45,0,216,351,567
10207,2012-11-10 16:00,winter,No,No,sunny,22.14,25.76,37,0,227,378,605
10208,2012-11-10 17:00,winter,No,No,sunny,20.5,24.24,45,12.998,183,318,501
10209,2012-11-10 18:00,winter,No,No,sunny,18.04,21.97,54,8.9981,103,256,359
10210,2012-11-10 19:00,winter,No,No,sunny,18.86,22.725,51,6.0032,55,228,283
10211,2012-11-10 20:00,winter,No,No,sunny,18.04,21.97,54,0,39,153,192
10212,2012-11-10 21:00,winter,No,No,sunny,16.4,20.455,66,0,51,169,220
10213,2012-11-10 22:00,winter,No,No,sunny,15.58,19.695,71,6.0032,39,154,193
10214,2012-11-10 23:00,winter,No,No,sunny,14.76,18.18,71,7.0015,26,120,146
10215,2012-11-11 0:00,winter,No,No,sunny,13.94,17.425,81,6.0032,14,110,124
10216,2012-11-11 1:00,winter,No,No,sunny,13.94,17.425,76,6.0032,26,82,108
10217,2012-11-11 2:00,winter,No,No,sunny,13.12,16.665,87,7.0015,12,58,70
10218,2012-11-11 3:00,winter,No,No,sunny,13.94,18.18,81,0,9,39,48
10219,2012-11-11 4:00,winter,No,No,sunny,13.12,16.665,81,7.0015,5,6,11
10220,2012-11-11 5:00,winter,No,No,sunny,12.3,15.15,87,8.9981,0,12,12
10221,2012-11-11 6:00,winter,No,No,sunny,12.3,15.91,87,6.0032,3,16,19
10222,2012-11-11 7:00,winter,No,No,sunny,12.3,15.91,89,6.0032,12,56,68
10223,2012-11-11 8:00,winter,No,No,sunny,13.12,16.665,87,7.0015,32,87,119
10224,2012-11-11 9:00,winter,No,No,sunny,14.76,18.94,77,0,94,179,273
10225,2012-11-11 10:00,winter,No,No,sunny,16.4,20.455,69,7.0015,133,272,405
10226,2012-11-11 11:00,winter,No,No,sunny,18.86,22.725,59,8.9981,180,324,504
10227,2012-11-11 12:00,winter,No,No,sunny,20.5,24.24,48,6.0032,195,390,585
10228,2012-11-11 13:00,winter,No,No,sunny,22.14,25.76,45,7.0015,262,424,686
10229,2012-11-11 14:00,winter,No,No,sunny,24.6,31.06,33,11.0014,292,362,654
10230,2012-11-11 15:00,winter,No,No,sunny,22.96,26.515,37,15.0013,304,420,724
10231,2012-11-11 16:00,winter,No,No,sunny,22.14,25.76,42,15.0013,260,393,653
10232,2012-11-11 17:00,winter,No,No,sunny,22.14,25.76,45,11.0014,151,342,493
10233,2012-11-11 18:00,winter,No,No,sunny,21.32,25,45,8.9981,102,303,405
10234,2012-11-11 19:00,winter,No,No,sunny,19.68,23.485,55,8.9981,69,208,277
10235,2012-11-11 20:00,winter,No,No,sunny,18.04,21.97,62,11.0014,54,146,200
10236,2012-11-11 21:00,winter,No,No,sunny,18.04,21.97,67,15.0013,44,127,171
10237,2012-11-11 22:00,winter,No,No,sunny,17.22,21.21,71,12.998,21,113,134
10238,2012-11-11 23:00,winter,No,No,sunny,17.22,21.21,71,12.998,16,93,109
10239,2012-11-12 0:00,winter,Yes,No,sunny,17.22,21.21,71,7.0015,6,43,49
10240,2012-11-12 1:00,winter,Yes,No,sunny,16.4,20.455,76,11.0014,4,26,30
10241,2012-11-12 2:00,winter,Yes,No,sunny,16.4,20.455,76,8.9981,6,14,20
10242,2012-11-12 3:00,winter,Yes,No,sunny,16.4,20.455,76,8.9981,1,3,4
10243,2012-11-12 4:00,winter,Yes,No,sunny,16.4,20.455,76,6.0032,1,3,4
10244,2012-11-12 5:00,winter,Yes,No,sunny,15.58,19.695,87,0,1,23,24
10245,2012-11-12 6:00,winter,Yes,No,sunny,15.58,19.695,87,7.0015,7,64,71
10246,2012-11-12 7:00,winter,Yes,No,sunny,16.4,20.455,87,0,16,248,264
10247,2012-11-12 8:00,winter,Yes,No,sunny,17.22,21.21,82,11.0014,50,490,540
10248,2012-11-12 9:00,winter,Yes,No,sunny,18.04,21.97,88,7.0015,60,337,397
10249,2012-11-12 10:00,winter,Yes,No,sunny,19.68,23.485,77,11.0014,82,184,266
10250,2012-11-12 11:00,winter,Yes,No,sunny,21.32,25,72,11.0014,112,255,367
10251,2012-11-12 12:00,winter,Yes,No,sunny,22.96,26.515,64,15.0013,105,314,419
10252,2012-11-12 13:00,winter,Yes,No,sunny,24.6,30.305,60,15.0013,108,312,420
10253,2012-11-12 14:00,winter,Yes,No,sunny,23.78,27.275,60,19.0012,134,310,444
10254,2012-11-12 15:00,winter,Yes,No,sunny,22.96,26.515,64,16.9979,102,280,382
10255,2012-11-12 16:00,winter,Yes,No,sunny,22.96,26.515,64,11.0014,87,347,434
10256,2012-11-12 17:00,winter,Yes,No,sunny,22.96,26.515,64,19.0012,66,530,596
10257,2012-11-12 18:00,winter,Yes,No,sunny,21.32,25,72,8.9981,65,486,551
10258,2012-11-12 19:00,winter,Yes,No,sunny,22.14,25.76,73,19.0012,30,323,353
10259,2012-11-12 20:00,winter,Yes,No,cloudy,21.32,25,77,19.0012,31,273,304
10260,2012-11-12 21:00,winter,Yes,No,weak rain snow,22.14,25.76,73,15.0013,10,145,155
10261,2012-11-12 22:00,winter,Yes,No,sunny,21.32,25,77,16.9979,12,100,112
10262,2012-11-12 23:00,winter,Yes,No,cloudy,22.14,25.76,77,15.0013,1,62,63
10263,2012-11-13 0:00,winter,No,Yes,cloudy,21.32,25,83,19.0012,5,18,23
10264,2012-11-13 1:00,winter,No,Yes,weak rain snow,18.04,21.97,88,43.0006,0,5,5
10265,2012-11-13 2:00,winter,No,Yes,weak rain snow,14.76,15.91,87,30.0026,7,4,11
10266,2012-11-13 3:00,winter,No,Yes,weak rain snow,14.76,16.665,87,23.9994,2,3,5
10267,2012-11-13 4:00,winter,No,Yes,cloudy,14.76,16.665,81,26.0027,0,9,9
10268,2012-11-13 5:00,winter,No,Yes,cloudy,13.94,15.91,87,19.0012,0,18,18
10269,2012-11-13 6:00,winter,No,Yes,weak rain snow,13.12,14.395,81,31.0009,2,48,50
10270,2012-11-13 7:00,winter,No,Yes,weak rain snow,13.12,15.15,87,16.9979,1,106,107
10271,2012-11-13 8:00,winter,No,Yes,weak rain snow,13.12,15.15,87,16.9979,4,207,211
10272,2012-11-13 9:00,winter,No,Yes,weak rain snow,13.12,15.15,81,22.0028,1,109,110
10273,2012-11-13 10:00,winter,No,Yes,weak rain snow,12.3,13.635,75,26.0027,10,84,94
10274,2012-11-13 11:00,winter,No,Yes,sunny,13.12,15.15,70,16.9979,22,133,155
10275,2012-11-13 12:00,winter,No,Yes,sunny,13.94,15.91,61,19.0012,16,180,196
10276,2012-11-13 13:00,winter,No,Yes,sunny,13.94,15.91,53,16.9979,30,188,218
10277,2012-11-13 14:00,winter,No,Yes,sunny,15.58,19.695,46,26.0027,34,169,203
10278,2012-11-13 15:00,winter,No,Yes,sunny,16.4,20.455,40,19.9995,33,184,217
10279,2012-11-13 16:00,winter,No,Yes,sunny,15.58,19.695,40,19.9995,28,282,310
10280,2012-11-13 17:00,winter,No,Yes,sunny,13.94,15.15,49,23.9994,33,575,608
10281,2012-11-13 18:00,winter,No,Yes,sunny,13.94,15.91,49,19.0012,45,514,559
10282,2012-11-13 19:00,winter,No,Yes,sunny,13.12,14.395,49,23.9994,12,344,356
10283,2012-11-13 20:00,winter,No,Yes,sunny,12.3,13.635,49,23.9994,12,211,223
10284,2012-11-13 21:00,winter,No,Yes,sunny,12.3,13.635,49,23.9994,9,178,187
10285,2012-11-13 22:00,winter,No,Yes,sunny,10.66,11.365,56,22.0028,15,120,135
10286,2012-11-13 23:00,winter,No,Yes,sunny,10.66,11.365,56,19.9995,6,78,84
10287,2012-11-14 0:00,winter,No,Yes,sunny,10.66,12.12,56,19.0012,4,20,24
10288,2012-11-14 1:00,winter,No,Yes,sunny,9.84,10.605,60,19.9995,2,10,12
10289,2012-11-14 2:00,winter,No,Yes,sunny,9.84,10.605,60,19.9995,0,1,1
10290,2012-11-14 3:00,winter,No,Yes,sunny,9.84,11.365,65,15.0013,0,5,5
10291,2012-11-14 4:00,winter,No,Yes,sunny,9.02,11.365,69,12.998,0,6,6
10292,2012-11-14 5:00,winter,No,Yes,sunny,9.02,11.365,69,12.998,0,39,39
10293,2012-11-14 6:00,winter,No,Yes,sunny,9.84,11.365,65,12.998,4,142,146
10294,2012-11-14 7:00,winter,No,Yes,sunny,9.84,10.605,65,19.0012,10,405,415
10295,2012-11-14 8:00,winter,No,Yes,sunny,11.48,12.88,56,19.9995,27,664,691
10296,2012-11-14 9:00,winter,No,Yes,sunny,12.3,13.635,52,26.0027,22,310,332
10297,2012-11-14 10:00,winter,No,Yes,sunny,13.12,14.395,45,23.9994,18,153,171
10298,2012-11-14 11:00,winter,No,Yes,sunny,13.12,15.15,49,16.9979,25,126,151
10299,2012-11-14 12:00,winter,No,Yes,sunny,13.94,16.665,46,0,40,200,240
10300,2012-11-14 13:00,winter,No,Yes,sunny,14.76,16.665,43,16.9979,32,182,214
10301,2012-11-14 14:00,winter,No,Yes,sunny,14.76,17.425,43,8.9981,20,161,181
10302,2012-11-14 15:00,winter,No,Yes,sunny,14.76,16.665,43,19.0012,32,228,260
10303,2012-11-14 16:00,winter,No,Yes,sunny,13.94,17.425,46,7.0015,31,290,321
10304,2012-11-14 17:00,winter,No,Yes,sunny,13.12,15.91,49,12.998,19,564,583
10305,2012-11-14 18:00,winter,No,Yes,sunny,13.12,15.91,53,11.0014,24,543,567
10306,2012-11-14 19:00,winter,No,Yes,sunny,12.3,15.15,52,11.0014,28,368,396
10307,2012-11-14 20:00,winter,No,Yes,sunny,12.3,15.91,52,6.0032,15,252,267
10308,2012-11-14 21:00,winter,No,Yes,sunny,12.3,16.665,56,0,5,208,213
10309,2012-11-14 22:00,winter,No,Yes,sunny,11.48,15.91,61,0,6,167,173
10310,2012-11-14 23:00,winter,No,Yes,sunny,9.84,12.12,70,8.9981,9,78,87
10311,2012-11-15 0:00,winter,No,Yes,cloudy,10.66,15.15,65,0,1,33,34
10312,2012-11-15 1:00,winter,No,Yes,cloudy,10.66,13.635,65,7.0015,2,14,16
10313,2012-11-15 2:00,winter,No,Yes,cloudy,10.66,12.88,70,11.0014,0,7,7
10314,2012-11-15 3:00,winter,No,Yes,cloudy,10.66,14.395,70,6.0032,0,2,2
10315,2012-11-15 4:00,winter,No,Yes,cloudy,11.48,14.395,65,8.9981,0,5,5
10316,2012-11-15 5:00,winter,No,Yes,cloudy,12.3,14.395,61,15.0013,3,34,37
10317,2012-11-15 6:00,winter,No,Yes,cloudy,12.3,14.395,65,16.9979,1,146,147
10318,2012-11-15 7:00,winter,No,Yes,cloudy,12.3,14.395,65,12.998,7,403,410
10319,2012-11-15 8:00,winter,No,Yes,cloudy,12.3,14.395,61,15.0013,21,625,646
10320,2012-11-15 9:00,winter,No,Yes,cloudy,13.12,15.91,61,12.998,17,306,323
10321,2012-11-15 10:00,winter,No,Yes,cloudy,13.12,16.665,66,8.9981,11,142,153
10322,2012-11-15 11:00,winter,No,Yes,cloudy,13.94,16.665,61,8.9981,28,138,166
10323,2012-11-15 12:00,winter,No,Yes,cloudy,14.76,18.18,62,7.0015,29,184,213
10324,2012-11-15 13:00,winter,No,Yes,cloudy,15.58,19.695,54,7.0015,20,197,217
10325,2012-11-15 14:00,winter,No,Yes,cloudy,15.58,19.695,54,11.0014,27,174,201
10326,2012-11-15 15:00,winter,No,Yes,cloudy,15.58,19.695,58,11.0014,26,191,217
10327,2012-11-15 16:00,winter,No,Yes,cloudy,14.76,17.425,57,12.998,24,318,342
10328,2012-11-15 17:00,winter,No,Yes,cloudy,14.76,17.425,57,15.0013,22,541,563
10329,2012-11-15 18:00,winter,No,Yes,cloudy,14.76,17.425,57,12.998,10,563,573
10330,2012-11-15 19:00,winter,No,Yes,cloudy,13.94,16.665,61,8.9981,11,375,386
10331,2012-11-15 20:00,winter,No,Yes,sunny,13.94,17.425,61,7.0015,23,262,285
10332,2012-11-15 21:00,winter,No,Yes,cloudy,13.12,16.665,66,7.0015,20,204,224
10333,2012-11-15 22:00,winter,No,Yes,cloudy,13.12,15.91,66,11.0014,10,143,153
10334,2012-11-15 23:00,winter,No,Yes,cloudy,13.12,15.91,61,11.0014,7,118,125
10335,2012-11-16 0:00,winter,No,Yes,cloudy,13.12,16.665,66,7.0015,7,58,65
10336,2012-11-16 1:00,winter,No,Yes,cloudy,12.3,15.91,65,6.0032,5,16,21
10337,2012-11-16 2:00,winter,No,Yes,cloudy,12.3,15.15,70,11.0014,0,9,9
10338,2012-11-16 3:00,winter,No,Yes,cloudy,12.3,15.15,65,8.9981,0,6,6
10339,2012-11-16 4:00,winter,No,Yes,cloudy,12.3,15.91,65,7.0015,0,5,5
