name,time,driving,owner,location,engine,price
Honda CB Trigger,2014,5000,first owner,patna,14,50000
Royal Enfield Classic,2017,20000,first owner,hyderabad,19.8,150000
Suzuki Gixxer,2016,45000,second owner,chennai,14,40000
KTM RC,2015,17000,first owner,visakhapatnam,25,125000
Royal Enfield Classic,2015,16896,first owner,pune,27.2,150000
KTM RC,2015,34000,second owner,davanagere,25,103000
Bajaj Avenger Street,2015,53000,first owner,thane,14.3,47000
Royal Enfield Himalayan,2017,11000,first owner,delhi,24.5,142500
Suzuki Gixxer,2018,11500,first owner,chennai,14,75000
Hero CBZ Xtreme,2010,35800,second owner,surat,14.4,16500
Bajaj Avenger,2014,30010,first owner,kota,19,55000
Royal Enfield Thunderbird,2008,40000,second owner,kolkata,19.8,60000
Suzuki Gixxer SF,2017,70000,first owner,kalyan,14.6,50000
Bajaj Pulsar 220F,2016,2000,first owner,kalyan,21,50000
UM Renegade Commando,2018,16000,first owner,hyderabad,25,161100
UM Renegade Sport,2017,6500,first owner,hyderabad,24.8,115000
Royal Enfield Classic,2017,21500,first owner,kolkata,19.8,120000
Royal Enfield Thunderbird,2015,10000,first owner,gurgaon,19.8,85000
Royal Enfield Thunderbird,2013,9700,second owner,gurgaon,27.2,95000
Royal Enfield Thunderbird,2015,20000,first owner,gurgaon,19.8,70000
Honda CBR1000RR Fireblade,2010,16000,first owner,gurgaon,176,799999
Harley-Davidson Forty Eight,2017,3400,first owner,mumbai,60,850000
KTM Duke,2014,54000,first owner,durgapur,25,73100
Suzuki Gixxer SF,2016,37000,first owner,pune,14.6,65000
Harley-Davidson Street 750,2014,6000,first owner,sangli,47,391000
KTM RC,2017,13900,first owner,chandigarh,25.1,140000
Royal Enfield Bullet,2005,32000,first owner,hyderabad,19.8,120000
KTM RC,2018,5000,first owner,dehradun,42.3,200000
Hyosung GT650R 2013,2013,210,first owner,anekal,72.68,170000
Hero Splendor iSmart,2016,20290,first owner,delhi,9.3,40000
UM Renegade Commando,2018,14500,first owner,gwalior,24.8,155000
TVS Star City,2018,25000,first owner,bangalore,8.2,40000
Hero CBZ Xtreme,2007,47000,first owner,bangalore,14.4,27000
Hero Ignitor,2014,40000,second owner,chennai,11,22500
Royal Enfield Classic,2018,15100,first owner,mumbai,19.8,145000
KTM Duke,2018,6700,second owner,noida,,127000
Hero CBZ Xtreme,2013,50000,first owner,pune,14.4,31000
Kawasaki ER-6n,2014,25000,first owner,gurgaon,71,300000
Hero CBZ,2011,42500,first owner,hyderabad,12.8,35000
Royal Enfield Bullet,2016,6635,first owner,chandigarh,19.8,110900
KTM RC,2018,7000,first owner,nashik,42.3,170000
Hero Splendor,2011,32659,first owner,ahmedabad,6.15,26950
Hero Honda Splendor,2011,55000,first owner,hyderabad,6.15,36150
Hero Splendor,2011,22365,first owner,ahmedabad,6.15,26950
KTM RC,2019,3400,first owner,haldwani,25.1,168400
KTM RC,2015,21000,third owner,belgaum,25,108000
Royal Enfield Bullet,2001,52000,first owner,basti,19.8,100000
TVS Apache RR310,2018,17000,first owner,chennai,33,185000
Hero Hunk,2013,24700,first owner,ranchi,14,50000
KTM RC,2016,20000,second owner,delhi,25.1,140000
Bajaj CT 100,2005,17089,first owner,kolkata,8.1,10300
Royal Enfield Classic,2015,3467,first owner,jaipur,19.8,132000
Royal Enfield Thunderbird,2019,2778,first owner,delhi,19.8,165000
Hero Splendor Plus,2019,9259,first owner,delhi,8.2,60000
KTM Duke,2018,7500,first owner,mumbai,42.9,200000
KTM Duke,2018,12500,first owner,pune,42.9,220000
Bajaj Avenger,2015,25000,first owner,chennai,19,41600
Kawasaki Ninja,2017,1300,first owner,gurgaon,67.2,499999
TVS Sport,2015,22000,first owner,gurgaon,7.4,24500
Hero Xtreme Sports,2016,3200,first owner,delhi,15.6,65000
Royal Enfield??Bullet,2012,190000,first owner,faridabad,19.8,98300
Royal Enfield Classic,2019,7544,first owner,delhi,19.8,165000
KTM RC,2015,15000,first owner,hyderabad,25,120000
Royal Enfield??Bullet,2014,34000,first owner,ghaziabad,19.8,94000
Bajaj Pulsar NS200,2015,14807,first owner,mumbai,24.2,76500
Harley-Davidson Street Rod,2018,650,first owner,udupi,70,470000
Bajaj Discover 125ST,2012,15000,first owner,kalyan,12.5,28000
Bajaj Pulsar,2014,20000,first owner,chandigarh,17,35000
Yamaha FZS FI,2018,12276,first owner,bangalore,12.9,85000
Kawasaki Z800 2016,2016,10500,second owner,mumbai,111,610000
Hyosung GT250R 2014,2014,5100,first owner,delhi,28,180500
Bajaj Avenger,2013,24000,first owner,mumbai,19,33200
Triumph Street Triple,2019,750,first owner,rajkot,111,875000
Bajaj Pulsar 135LS,2015,30000,first owner,delhi,13,30000
Royal Enfield Classic,2012,10544,first owner,mumbai,27.2,119000
Royal Enfield Thunderbird,2017,19000,first owner,kolkata,19.8,90000
Bajaj Pulsar,2016,35000,second owner,gurgaon,21,50000
Royal Enfield Classic,2016,7000,first owner,mumbai,27.2,128000
Royal Enfield Himalayan,2019,14000,first owner,mumbai,24.5,195000
Bajaj Pulsar,2015,32057,first owner,mumbai,21,40000
Honda CBR 150R,2013,29580,second owner,mumbai,18.28,51000
Suzuki Gixxer,2017,15700,first owner,kolkata,14,66000
Royal Enfield Classic,2017,20000,first owner,mumbai,19.8,140000
Harley-Davidson Street 750,2016,27000,first owner,bangalore,47,390000
Royal Enfield Classic,2018,12990,first owner,hyderabad,19.8,149000
Royal Enfield Classic,2017,8500,first owner,hyderabad,19.8,135000
Bajaj Avenger Street,2016,15000,first owner,mumbai,19,60000
Bajaj Avenger Street,2016,42754,first owner,pune,19,56000
Royal Enfield Thunderbird,2015,18200,first owner,delhi,19.8,110000
Honda CBR 150R,2014,19000,first owner,gautam buddha nagar,18.28,58500
Royal Enfield Thunderbird,2010,19524,first owner,chennai,19.8,60000
Yamaha YZF-R15 2.0,2014,75000,first owner,chennai,16.7,54800
KTM RC,2017,1100,first owner,delhi,42.3,230000
UM Renegade Commando,2018,6988,first owner,pune,25,100000
Harley-Davidson Street Rod,2017,3000,first owner,mumbai,70,500000
Royal Enfield??Bullet,2012,33000,second owner,chandigarh,19.8,80000
Royal Enfield Bullet,2012,50000,first owner,bangalore,19.8,78400
Royal Enfield Bullet,2018,3500,first owner,bangalore,26.1,160000
TVS Apache RR310,2018,2800,first owner,faridabad,33,157000
Hero CBZ Xtreme,2010,56712,first owner,bangalore,14.4,20000
Royal Enfield Himalayan,2016,20171,first owner,delhi,24.5,120000
Bajaj Pulsar AS150,2015,28886,first owner,pune,16.8,40000
Hero CBZ Xtreme,2011,13421,third owner,delhi,14.4,25000
Bajaj XCD 125,2008,14321,first owner,delhi,9.4,17000
TVS Star City,2016,16000,first owner,gurgaon,8.2,26000
Royal Enfield Thunderbird,2014,17200,first owner,ahmedabad,19.8,70000
Hero HF Deluxe,2017,296,first owner,delhi,6.15,40000
Royal Enfield Thunderbird,2015,32000,second owner,chennai,19.8,79650
Royal Enfield Classic,2018,21600,first owner,hyderabad,19.8,150000
Bajaj XCD 125,2009,90000,first owner,ghaziabad,9.4,8700
Hero Passion Pro,2010,17420,first owner,faridabad,8.2,16500
Bajaj Discover 125ST,2012,17010,first owner,kanpur nagar,12.5,25000
KTM Duke,2016,23000,first owner,navi mumbai,24.6,95000
Royal Enfield Classic,2015,13452,first owner,kolkata,19.8,95000
TVS Sport,2014,75000,first owner,muzaffarpur,7.4,20000
Yamaha FZs,2011,33000,second owner,delhi,13,22000
Bajaj V12,2016,70000,first owner,bhubaneshwar,10.6,60000
Royal Enfield Classic,2019,270839,first owner,jalgaon,19.8,190000
Bajaj Avenger,2017,25000,first owner,bangalore,19,68000
Royal Enfield Bullet,2015,23958,first owner,jaipur,19.8,99100
Harley-Davidson Street 750,2014,6000,first owner,hyderabad,47,380700
Hero Karizma ZMR,2012,1922,first owner,mumbai,20,30000
Hero Honda Splendor,2011,2897,first owner,faridabad,6.15,12000
Hero Splendor Plus,2010,35778,first owner,faridabad,8.2,18000
Royal Enfield Classic,2019,5000,first owner,chandigarh,19.8,155000
Royal Enfield Classic,2018,8000,first owner,chandigarh,19.8,140000
Royal Enfield Classic,2016,13000,first owner,chandigarh,19.8,120000
Royal Enfield Classic,2018,13000,first owner,chandigarh,19.8,150000
Royal Enfield Thunderbird,2019,8000,first owner,bhopal,19.8,140000
Bajaj Avenger Street,2018,4060,first owner,mumbai,19,80000
Royal Enfield Himalayan,2017,21749,first owner,mumbai,24.5,145000
Bajaj Pulsar,2016,15000,second owner,delhi,21,49500
Yamaha FZ25,2017,25000,first owner,chennai,20.3,85000
KTM RC,2017,10000,first owner,bangalore,42.3,230000
Royal Enfield Classic,2017,9400,first owner,hyderabad,27.2,145700
Royal Enfield Classic,2019,1480,first owner,thane,19.8,138500
Honda CBR 150R,2014,14600,first owner,vadodara,18.28,59000
TVS Apache RR310,2018,11000,first owner,pune,33,210000
Royal Enfield Himalayan,2016,9000,first owner,bhuj,24.5,120000
Bajaj Avenger Street,2016,33500,first owner,mumbai,14.3,48000
Royal Enfield Classic,2019,4000,first owner,delhi,19.8,150000
KTM Duke,2014,22500,second owner,bangalore,44,120000
TVS Sport,2015,10649,first owner,faridabad,7.4,20000
Bajaj Pulsar,2017,5000,first owner,jalandhar,21,70000
Yamaha YZF-R15,2016,26925,first owner,faridabad,16,65000
Yamaha SZ RR,2016,38073,first owner,bangalore,12,50000
KTM Duke,2016,7900,first owner,chennai,24.6,100000
Royal Enfield Bullet,2016,6384,first owner,delhi,19.8,105200
Yamaha YZF-R15 S,2018,3500,first owner,gurgaon,16,103522
Bajaj Avenger Street,2019,23000,first owner,ghaziabad,14.3,95000
Bajaj Discover,2007,81481,first owner,mumbai,12.5,10000
Royal Enfield Continental,2017,7582,first owner,chennai,29.1,135000
Bajaj Avenger Street,2016,40000,first owner,noida,19,47100
Hero CD Deluxe,2017,25000,first owner,gurgaon,7.7,18000
Bajaj Avenger Street,2018,7000,first owner,delhi,15.3,70000
Bajaj Avenger Cruise,2018,8969,first owner,delhi,19,85000
Bajaj Avenger Street,2019,6903,first owner,faridabad,15.3,65000
Hero Karizma R,2008,43509,first owner,delhi,17,20000
Hero Karizma R,2010,60000,third owner,ahmedabad,17,30000
Hero Karizma R,2007,50000,first owner,delhi,17,16400
Bajaj Pulsar 200,2014,44000,first owner,ahmedabad,24.2,50000
Hyosung GT 650N,2017,2500,first owner,delhi,72.68,340000
Kawasaki ER-6n,2015,4000,second owner,mumbai,71,315000
Bajaj Avenger,2012,27000,first owner,bangalore,19,45000
KTM RC,2014,51000,first owner,vadodara,25,95000
Bajaj Avenger Street,2018,10000,first owner,jhansi,15.3,70000
Bajaj Pulsar,2010,34304,first owner,faridabad,21,20000
Bajaj V15,2018,15047,first owner,gurgaon,11.8,35500
Bajaj V15,2016,12315,first owner,faridabad,11.8,31000
Royal Enfield Classic,2015,16700,first owner,bhopal,19.8,113500
KTM RC,2017,18000,first owner,jaipur,25.1,140000
Royal Enfield Bullet,2015,20758,first owner,delhi,19.8,78000
Bajaj Avenger Street,2017,44507,first owner,jaipur,14.3,59000
Royal Enfield Thunderbird,2017,7800,first owner,bangalore,19.8,130000
Hero Glamour,2010,13500,first owner,muktsar,8.9,14000
Hyosung Aquila Pro,2015,9000,first owner,chennai,74,300000
Royal Enfield Himalayan,2018,9500,first owner,chandigarh,24.5,150000
Bajaj Pulsar 200,2014,20000,first owner,hyderabad,24.2,54000
TVS Star City,2017,46823,first owner,bangalore,8.2,37000
Hero Splendor Plus,2019,12300,first owner,delhi,8.2,55000
Yamaha FZs,2014,38554,first owner,gurgaon,13,25000
Bajaj Pulsar,2015,48000,first owner,bangalore,17,36000
TVS Star Sport,2010,49730,first owner,faridabad,7.4,8100
Suzuki Gixxer SF,2018,11000,first owner,srikakulam,14.6,80000
Bajaj Avenger,2014,32000,first owner,ahmedabad,19,26333
KTM RC,2015,8000,first owner,delhi,43,159500
Hyosung GT650R 2015,2015,5000,first owner,nashik,72.68,390000
Bajaj Avenger,2015,37500,first owner,pune,19,45000
Yamaha YZF-R15 2.0,2013,63371,first owner,bangalore,16.7,48000
Yamaha FZs,2012,61200,second owner,zirakpur,13,31400
Yamaha FZs,2012,37000,first owner,24 pargana,13,37000
Yamaha FZs,2012,58000,third owner,bangalore,13,30000
Bajaj Pulsar,2016,31000,first owner,gurgaon,17,39000
Royal Enfield Thunderbird,2015,29000,first owner,thane,19.8,125000
KTM RC,2015,56000,first owner,hyderabad,25,137500
Royal Enfield Himalayan,2016,1500,first owner,lucknow,24.5,153300
Hero CD Deluxe,2006,49000,first owner,noida,7.7,8600
Honda CBR 150R,2014,25385,first owner,mumbai,18.28,55000
Bajaj Avenger Street,2016,36000,first owner,lucknow,14.3,52000
Kawasaki Ninja,2014,30000,second owner,chennai,67.2,300000
Royal Enfield Bullet,2016,21708,first owner,chennai,19.8,93000
Royal Enfield Classic,2018,14700,first owner,mumbai,19.8,165000
Benelli TNT 600i,2018,11500,second owner,mumbai,82.7,475000
Bajaj Avenger Street,2016,38800,first owner,kolkata,19,50900
Royal Enfield Thunderbird,2019,2000,first owner,bangalore,19.8,148000
Royal Enfield Classic,2020,1900,first owner,bangalore,19.1,200000
Suzuki Gixxer,2018,25000,first owner,hyderabad,14,65000
Kawasaki Ninja 1000,2018,9500,second owner,delhi,140,825000
Bajaj Avenger Cruise,2017,15000,first owner,pune,19,75000
Bajaj V15,2018,15510,first owner,faridabad,11.8,33000
Bajaj Pulsar,2015,65000,first owner,madurai,21,75000
TVS Apache RR310,2018,3500,first owner,bangalore,33,185000
Harley-Davidson Fat Bob,2014,15500,first owner,jalandhar,65,924999
Ducati Panigale 959,2018,289,first owner,delhi,154.85,1070500
KTM RC,2017,17500,first owner,kolkata,42.3,145000
Hero Karizma R,2012,25000,first owner,visakhapatnam,17,40000
Hero Passion Pro,2013,21000,first owner,bangalore,8.2,42000
Royal Enfield Classic,2017,11000,second owner,ahmedabad,19.8,130000
Hero Splendor Plus,2017,55000,first owner,mysore,8.2,45000
Hero Passion Pro,2017,15000,first owner,bangalore,8.2,57500
Yamaha FZs,2017,14000,first owner,bangalore,13,68000
Bajaj V15,2018,5984,first owner,navi mumbai,11.8,52000
Royal Enfield Himalayan,2016,14000,first owner,bangalore,24.5,130000
Bajaj Discover,2012,26356,second owner,bangalore,12.5,28000
Harley-Davidson Street 750,2015,1700,first owner,ghaziabad,47,275000
Harley-Davidson Street 750,2015,15000,first owner,delhi,47,320000
Benelli TNT 600,2018,10800,first owner,ahmedabad,82.7,425000
Royal Enfield Classic,2016,7700,first owner,thrissur,27.2,127900
Honda H?™ness CB,2020,3500,first owner,mumbai,20.78,228250
Royal Enfield Classic,2019,6300,first owner,mumbai,19.8,186750
KTM RC,2017,13000,first owner,mumbai,25.1,145250
KTM Duke,2020,1200,first owner,mumbai,24.6,197125
Hero CD Deluxe,2006,67500,first owner,jaipur,7.7,11500
Royal Enfield Classic,2015,21000,first owner,dehradun,19.8,95000
Hero Splendor Plus,2007,90000,first owner,hosur,8.2,12200
Kawasaki Ninja,2014,32000,second owner,chennai,39,230000
Royal Enfield Bullet,2011,55000,first owner,hyderabad,19.8,82000
Royal Enfield Thunderbird,2014,19700,first owner,noida,19.8,80000
UM Renegade Commando,2017,8425,first owner,lucknow,24.8,85000
Hero Splendor,2008,31000,first owner,chennai,6.15,17000
Bajaj Platina 110,2020,1600,first owner,mysore,8.44,67900
Royal Enfield Bullet,2014,22000,first owner,gurgaon,19.8,78500
Hero Splendor Plus,2014,12500,first owner,sonepat,8.2,25800
Bajaj Pulsar,2018,65000,fourth owner or more,bangalore,17,26800
Royal Enfield Himalayan,2016,7300,first owner,bangalore,24.5,150000
Harley-Davidson Street Bob,2015,5200,second owner,ahmedabad,65,625000
Hero Splendor Pro,2015,11000,first owner,ludhiana,8.2,40000
Bajaj Pulsar,2012,20000,first owner,delhi,17,26900
Harley-Davidson Street 750,2016,14000,first owner,bangalore,47,358900
Harley-Davidson 1200 Custom,2019,130,first owner,bangalore,67.7,1050000
Bajaj Pulsar AS150,2015,31000,second owner,bangalore,16.8,42000
KTM RC,2017,13000,first owner,kolkata,42.3,145000
Hero Splendor,2007,70000,first owner,hosur,6.15,17000
Bajaj XCD 125,2009,25000,first owner,delhi,9.4,16000
Hero Passion Pro,2015,16754,first owner,faridabad,8.2,24700
Hero Hunk,2013,12500,first owner,bangalore,14,30000
TVS Sport,2013,14736,first owner,faridabad,7.4,17500
Hero Ignitor,2012,450,first owner,kolhapur,11,62000
Kawasaki Z1000 2016,2016,9800,first owner,bangalore,139,1078000
Royal Enfield Thunderbird,2015,12000,first owner,bangalore,19.8,115000
Royal Enfield Thunderbird,2017,5000,first owner,bangalore,19.8,130000
Royal Enfield Thunderbird,2017,9000,first owner,bangalore,19.8,125000
Royal Enfield Electra,2015,19500,first owner,bangalore,19,105000
Bajaj XCD 125,2007,26000,first owner,bhopal,9.4,15000
Triumph Bonneville T120,2017,4800,second owner,gurgaon,78.9,700000
Royal Enfield Himalayan,2017,12000,first owner,pune,24.5,150000
Harley-Davidson Iron 883,2015,10000,first owner,mumbai,50,596562
Suzuki GSX-R,2011,18500,first owner,hubli,160,810000
Bajaj Pulsar 200,2014,57000,first owner,ahmedabad,24.2,42200
Yamaha YZF-R15 2.0,2017,4800,first owner,hyderabad,16.7,100000
Bajaj Pulsar 135LS,2010,20000,first owner,jamshedpur,13,20000
Royal Enfield Himalayan,2016,10158,first owner,delhi,24.5,125000
Bajaj Pulsar 220F,2016,47042,first owner,bangalore,21,55000
KTM RC,2015,15000,first owner,bangalore,25,132000
Bajaj Pulsar,2016,31651,first owner,faridabad,21,41000
MV Agusta F3,2015,6898,first owner,delhi,145.9,950000
Hero Passion Pro,2009,34000,second owner,kolkata,8.2,20000
Hero Ignitor,2012,32000,first owner,delhi,11,25000
Bajaj V15,2017,14303,first owner,jaipur,11.8,52400
Bajaj Avenger,2015,27000,first owner,gurgaon,19,54400
Bajaj Avenger Street,2016,3650,first owner,ghaziabad,19,75000
Bajaj Avenger Street,2016,15500,first owner,hyderabad,19,70000
Suzuki Gixxer SF,2015,15000,first owner,ahmedabad,14.6,60000
Bajaj Pulsar,2013,24500,second owner,delhi,21,45000
Suzuki Gixxer,2017,17500,first owner,secunderabad,14,70000
Royal Enfield Classic,2016,1400,first owner,delhi,19.8,127300
Royal Enfield Classic,2017,4200,first owner,delhi,19.8,131500
Hero Hunk,2009,16000,first owner,delhi,14,22000
TVS Sport Electric,2017,29067,first owner,delhi,7.4,40000
UM Renegade Sport,2017,4454,first owner,faridabad,24.8,125000
Bajaj Avenger Street,2016,14000,first owner,hyderabad,14.3,58100
Royal Enfield Electra,2011,22000,first owner,delhi,19,98000
Bajaj  Pulsar,2011,55000,first owner,gurgaon,17,26000
Bajaj V15,2016,17800,first owner,bangalore,11.8,47500
Royal Enfield Classic,2014,21000,second owner,delhi,19.8,95000
Bajaj V15,2016,23000,first owner,muvattupuzha,11.8,46000
Bajaj Pulsar 135LS,2014,10000,first owner,gurgaon,13,40000
Royal Enfield Classic,2016,3750,first owner,delhi,19.8,130000
KTM Duke,2017,14500,first owner,pune,24.6,135000
Royal Enfield Classic,2015,35000,second owner,kaithal,19.8,97000
Royal Enfield Thunderbird,2018,3350,first owner,delhi,19.8,141400
Bajaj Avenger Street,2018,7500,first owner,kalyan,19,90000
Royal Enfield Classic,2017,5304,first owner,pune,19.8,140000
KTM RC,2017,4500,first owner,chandigarh,42.3,229000
KTM Duke,2017,4500,first owner,kalyan,24.6,145000
Yamaha Fazer25,2018,17000,first owner,gurgaon,20.3,133500
KTM Duke,2016,10500,first owner,dharmapuri,24.6,121900
Royal Enfield Standard,2017,2330,first owner,delhi,26.1,161793
Hero Ignitor,2014,36000,first owner,ghaziabad,11,26900
Honda Dream Yuga,2015,18988,first owner,kolhapur,8,44000
Yamaha FZs,2015,25000,first owner,mumbai,13,49940
Bajaj Pulsar,2013,31500,first owner,pune,15,42000
Bajaj V15,2017,10200,first owner,ahmedabad,11.8,58000
Bajaj Discover,2016,15000,first owner,pratapgarh,12.5,37800
Royal Enfield Thunderbird,2012,30000,first owner,pune,19.8,75000
Royal Enfield Classic,2016,15700,first owner,bangalore,27.2,145000
Bajaj Avenger,2014,22000,third owner,bareilly,19,34500
Hyosung GT250R 2015,2015,8700,first owner,ajmer,28,205000
Harley-Davidson Street 750,2016,2000,first owner,jalandhar,47,450000
Harley-Davidson Street 750,2019,399,first owner,jaipur,47,520000
Harley-Davidson Street 750,2016,10000,first owner,delhi,47,421000
Triumph Bonneville T100,2017,7500,second owner,delhi,54,640000
Harley-Davidson Street Rod,2017,5700,second owner,delhi,70,505000
Harley-Davidson Street 750,2016,12000,first owner,rudrapur,47,395000
Harley-Davidson Street 750,2015,9300,first owner,bhavnagar,47,400000
Harley-Davidson Street 750,2017,200,first owner,delhi,47,500000
Harley-Davidson Street 750,2015,14000,third owner,delhi,47,330000
Hyosung GT250R 2013,2013,10000,third owner,delhi,28,130000
Harley-Davidson Street 750,2014,6000,first owner,jaipur,47,400000
Harley-Davidson Street 750,2016,1300,first owner,delhi,47,478000
Harley-Davidson Street 750,2015,8800,first owner,delhi,47,360000
Harley-Davidson Street 750,2015,3100,first owner,mumbai,47,350000
Harley-Davidson Street 750,2015,7400,first owner,faridabad,47,400000
Harley-Davidson Street 750,2014,2200,first owner,gurgaon,47,360000
Hyosung Aquila GV250,2017,3600,first owner,pune,26.21,232000
Triumph Bonneville T100,2015,4400,first owner,indore,67,580000
Benelli TNT 300,2016,7500,first owner,mumbai,37.73,270000
Triumph Rocket III,2016,23000,first owner,pune,146,1900000
Triumph Thunderbird LT,2015,21000,first owner,coimbatore,93,1400000
Hyosung GT250R 2013,2013,5000,first owner,delhi,28,0
Harley-Davidson 1200 Custom,2016,3000,first owner,mumbai,67.7,750000
Benelli TNT 300,2017,11700,second owner,mumbai,37.73,280000
Harley-Davidson Street 750,2014,5600,first owner,delhi,47,349000
Harley-Davidson Street 750,2015,2675,first owner,pune,47,419700
Harley-Davidson Street 750,2015,1600,first owner,mumbai,47,350000
Harley-Davidson Street 750,2014,4000,first owner,jaipur,47,455000
Benelli TNT 300,2016,13000,second owner,bardhaman,37.73,220000
Harley-Davidson XG750,2014,1000,first owner,madurai,47,441142
Kawasaki Ninja,2015,5000,first owner,satna,39,204600
Benelli TNT 600i,2019,1000,first owner,kolkata,82.7,650000
Harley-Davidson Street Rod,2017,3000,first owner,delhi,70,525000
Harley-Davidson Street 750,2014,15237,first owner,ahmedabad,47,311000
Royal Enfield Classic,2014,10200,first owner,bangalore,27.2,0
KTM RC,2015,16000,first owner,adyar,25,130000
Hero Passion PRO,2013,6000,first owner,ludhiana,6.15,30000
Yamaha YZF-R15,2014,7000,first owner,visakhapatnam,16,80000
Bajaj Discover 125ST,2012,40200,first owner,varanasi,12.5,20000
Bajaj Discover 125ST,2013,17000,second owner,faridabad,12.5,24000
KTM RC,2016,8700,first owner,chennai,25.1,150000
Bajaj Avenger Street,2016,10000,first owner,delhi,14.3,65000
Royal Enfield Classic,2013,28000,first owner,ahmedabad,27.2,100999
Hero Splendor,2004,55000,first owner,muzaffarpur,6.15,19000
Bajaj Avenger Street,2016,4900,first owner,mumbai,14.3,70000
Royal Enfield Classic,2015,22392,first owner,gurgaon,19.8,95000
Hero Passion Plus,2008,42662,first owner,jaipur,7.5,16000
Bajaj V15,2016,22139,first owner,delhi,11.8,48000
Bajaj Pulsar,2009,77000,first owner,delhi,15,18000
KTM RC,2016,4500,first owner,mumbai,42.3,180000
Hero Splendor Pro,2017,300,first owner,ludhiana,8.2,41000
Hero Passion Xpro,2016,7500,first owner,ahmedabad,6.72,50000
KTM RC,2015,13800,first owner,mumbai,25,140000
KTM Duke,2016,6900,first owner,pune,42.9,180000
Bajaj Avenger Street,2017,73,first owner,hyderabad,14.3,84000
Royal Enfield Classic,2015,28000,first owner,chennai,27.2,120000
Bajaj Pulsar 200,2014,23000,first owner,lakhimpur kheri,24.2,52000
KTM RC,2016,3050,first owner,patiala,25.1,155000
KTM RC,2015,21000,first owner,gangtok,43,150000
Hyosung GT650R 2017,2017,2000,first owner,meerut,72.68,380000
Suzuki Gixxer SF,2017,6000,first owner,thane,14.6,85000
Royal Enfield Bullet,2012,34061,first owner,delhi,19.8,85400
Royal Enfield Thunderbird,2015,48000,first owner,kalyan,27.2,98000
Royal Enfield Thunderbird,2014,9902,first owner,jaipur,19.8,90000
Royal Enfield Classic,2017,5200,first owner,howrah,27.2,135000
Hero Karizma R,2015,12000,first owner,gaya,17,44100
Bajaj Avenger Street,2016,18500,first owner,rohtak,14.3,62000
Bajaj Avenger Street,2017,5399,first owner,bangalore,19,75000
Yamaha YZF-R15 S,2016,23911,first owner,gurgaon,16,87900
Royal Enfield Classic,2015,25000,first owner,jaipur,19.8,115000
Bajaj Avenger Cruise,2017,3500,first owner,kalyan,19,80000
Bajaj Avenger,2016,11500,first owner,hyderabad,19,70000
Bajaj Avenger,2016,10000,first owner,bangarmau,19,68000
Royal Enfield Classic,2015,12500,first owner,rohtak,19.8,114999
Royal Enfield Classic,2017,5000,first owner,pune,19.8,146000
Royal Enfield Thunderbird,2016,10000,first owner,gurgaon,19.8,115000
KTM RC,2015,14357,first owner,faridabad,25,135000
Bajaj Discover 125ST,2013,531000,first owner,faridabad,12.5,26900
Royal Enfield Classic,2017,2000,first owner,bangalore,27.2,199500
Honda CBR 150R,2014,34000,first owner,indore,18.28,70000
Bajaj Discover 125M,2015,16000,first owner,delhi,12.5,32500
Honda CB Trigger,2014,33000,first owner,ahmedabad,14,35000
Royal Enfield Classic,2014,9191,first owner,jalandhar,19.8,103000
Bajaj Pulsar,2014,65000,first owner,hisar,17,25000
Hero Passion,2002,50000,second owner,jaipur,7.5,14000
Royal Enfield Classic,2016,18100,first owner,delhi,27.2,130000
Bajaj Discover 125ST,2012,55000,first owner,faridabad,12.5,20000
Hero CD Deluxe,2012,50000,first owner,delhi,7.7,20000
KTM RC,2017,6450,first owner,ahmedabad,25.1,151000
KTM Duke,2017,8300,first owner,delhi,42.9,178000
Yamaha YZF-R15 S,2018,3900,first owner,chennai,16,98000
Honda CBR 250R,2011,29000,first owner,gurgaon,26.15,45000
Bajaj Avenger Cruise,2016,11000,first owner,belgaum,19,66887
Royal Enfield Thunderbird,2013,9450,first owner,allahabad,27.2,103000
Hero Hunk,2009,80000,first owner,delhi,14,14000
Royal Enfield Thunderbird,2015,18000,first owner,mumbai,27.2,99000
Bajaj Discover,2008,80200,first owner,delhi,9.64,15000
Hero Passion Pro,2017,22600,second owner,bhatkal,8.2,38000
KTM Duke,2016,22000,first owner,nashik,24.6,95000
Royal Enfield Bullet,2010,38900,first owner,panipat,19.8,65000
Royal Enfield Classic,2014,20000,first owner,delhi,19.8,80000
KTM Duke,2017,12400,first owner,delhi,42.9,160000
Royal Enfield Thunderbird,2014,5000,first owner,mumbai,27.2,105000
Bajaj Pulsar 220F,2017,14000,first owner,mumbai,21,70000
Royal Enfield Thunderbird,2017,40000,first owner,pune,27.2,120000
Yamaha YZF-R15,2014,30000,first owner,tiruvallur,16,60000
Bajaj Avenger,2013,40000,first owner,delhi,19,27000
KTM RC,2015,22000,first owner,pune,43,150100
Royal Enfield Himalayan,2017,19500,first owner,mumbai,24.5,155000
Bajaj V15,2016,3325,second owner,ghaziabad,11.8,42200
KTM RC,2016,20700,first owner,nadiad,42.3,135000
Royal Enfield Classic,2018,15500,first owner,delhi,19.8,140000
KTM RC,2015,24000,first owner,pune,43,149600
Royal Enfield Classic,2013,26700,first owner,kanchipuram,19.8,84000
Bajaj Pulsar,2009,32000,first owner,delhi,15,18900
Bajaj Pulsar 220F,2017,3450,first owner,gurgaon,21,76000
