id,left,satisfaction,evaluation,projects,hours,years,accident,promotion,department,salary
11784,0,0.53,0.91,4,167,4,0,0,management,high
11785,0,0.81,0.8,5,132,2,1,0,management,high
11786,0,0.58,0.9,3,209,2,0,0,management,high
11787,0,0.82,0.56,2,227,5,1,0,management,high
11788,0,0.72,0.99,4,239,3,0,0,marketing,medium
11789,0,0.9,0.54,4,172,4,0,0,sales,medium
11790,0,0.98,0.91,3,188,4,0,0,accounting,medium
11791,0,0.56,0.74,3,265,3,0,0,support,medium
11792,0,0.77,0.82,3,153,3,1,0,technical,medium
11793,0,0.61,0.89,4,242,2,0,0,management,medium
11794,0,0.97,0.61,4,262,3,1,1,marketing,medium
11795,0,0.64,0.55,3,246,2,0,1,marketing,high
11796,0,0.99,0.97,4,211,2,0,1,marketing,low
11797,0,0.61,0.42,3,145,4,0,1,sales,medium
11798,0,0.72,0.71,4,256,3,0,1,sales,medium
11799,0,0.67,0.91,2,245,2,1,1,sales,medium
11800,0,0.9,0.56,3,151,3,0,0,sales,medium
11801,0,0.9,0.73,4,245,2,0,0,sales,low
11802,0,0.63,0.61,4,171,3,0,0,sales,low
11803,0,0.64,0.88,3,252,2,0,0,sales,low
11804,0,0.44,0.65,3,175,2,0,0,IT,low
11805,0,0.64,0.94,4,210,3,0,0,product_mng,low
11806,0,0.65,0.95,2,180,2,0,0,product_mng,low
11807,0,0.69,0.9,5,103,5,0,0,product_mng,low
11808,0,0.93,0.51,4,110,3,0,0,product_mng,low
11809,0,0.73,0.9,5,184,3,0,0,IT,low
11810,0,0.83,0.6,4,161,2,0,0,management,high
11811,0,0.82,0.49,5,210,3,0,0,management,high
11812,0,0.39,0.91,2,212,2,0,0,management,high
11813,0,0.53,0.47,6,106,6,0,0,management,high
11814,0,0.88,0.81,4,179,3,0,0,management,high
11815,0,0.8,0.6,5,217,3,0,0,management,high
11816,0,0.68,0.79,4,184,3,0,0,marketing,low
11817,0,0.66,0.6,3,210,2,0,0,sales,low
11818,0,0.61,0.61,4,246,2,0,0,accounting,low
11819,0,0.74,0.55,4,262,3,0,0,support,low
11820,0,0.61,0.83,4,245,3,1,1,technical,low
11821,0,0.57,0.99,3,222,3,1,1,management,low
11822,0,0.68,0.54,4,146,4,0,1,marketing,medium
11823,0,0.75,0.79,4,263,3,0,1,marketing,medium
11824,0,0.29,0.57,5,134,2,0,1,marketing,medium
11825,0,0.81,0.81,5,250,4,0,1,sales,medium
11826,0,0.53,0.68,4,173,3,0,0,sales,medium
11827,0,0.42,0.96,6,173,3,0,0,sales,medium
11828,0,0.64,0.67,4,252,3,1,0,sales,medium
11829,0,0.63,0.5,2,230,4,0,0,sales,medium
11830,0,0.81,0.81,4,212,2,1,0,sales,medium
11831,0,0.71,0.66,5,187,2,0,0,sales,medium
11832,0,0.7,0.83,5,241,2,0,0,sales,medium
11833,0,0.53,1,3,164,4,0,0,IT,medium
11834,0,0.16,0.93,6,218,6,1,0,product_mng,high
11835,0,0.17,0.55,4,194,3,0,0,product_mng,low
11836,0,0.7,0.95,3,158,2,0,0,product_mng,medium
11837,0,0.43,0.88,2,149,4,0,0,product_mng,medium
11838,0,0.49,0.62,4,161,2,0,0,IT,medium
11839,0,0.5,0.9,5,226,2,0,0,management,high
11840,0,0.57,0.59,2,111,2,0,0,management,high
11841,0,0.68,0.75,4,258,3,0,0,management,high
11842,0,0.62,0.61,3,266,2,0,0,management,high
11843,0,0.69,0.75,3,253,3,0,0,management,high
11844,0,0.63,0.7,5,160,3,0,0,management,high
11845,0,0.76,0.62,5,230,3,1,0,marketing,low
11846,0,0.62,0.76,5,198,3,0,0,sales,low
11847,0,0.82,0.69,3,250,3,0,0,accounting,low
11848,0,0.2,0.7,4,225,5,0,0,support,low
11849,0,0.16,0.7,3,178,3,1,0,technical,low
11850,0,0.2,0.78,4,196,3,0,0,management,low
11851,0,0.53,0.51,4,240,2,0,0,marketing,low
11852,0,0.71,0.63,3,204,3,0,0,marketing,low
11853,0,0.7,0.93,3,250,3,0,0,marketing,low
11854,0,0.92,0.94,2,224,2,0,0,sales,low
11855,0,0.81,0.92,4,268,3,0,0,sales,low
11856,0,0.79,0.62,5,167,3,0,0,sales,low
11857,0,0.53,0.64,3,168,3,0,0,sales,low
11858,0,0.51,0.56,4,168,2,0,0,sales,low
11859,0,0.78,0.9,5,158,3,0,0,sales,low
11860,0,0.5,0.91,3,240,3,0,0,sales,low
11861,0,0.92,1,4,261,4,0,0,sales,medium
11862,0,0.59,0.54,4,176,2,0,0,technical,medium
11863,0,0.77,0.55,3,217,3,0,0,support,medium
11864,0,0.74,0.87,5,224,2,0,0,support,medium
11865,0,0.67,0.97,4,196,3,0,0,support,medium
11866,0,0.56,0.59,3,223,3,0,0,support,medium
11867,0,0.84,0.44,5,131,5,1,0,support,medium
11868,0,0.53,0.77,2,167,2,0,0,support,medium
11869,0,0.86,0.71,5,273,3,0,0,support,medium
11870,0,0.77,0.68,3,98,3,0,0,support,medium
11871,0,0.97,0.94,4,253,3,0,0,support,medium
11872,0,0.69,0.87,5,174,3,0,0,support,medium
11873,0,0.73,0.9,3,274,2,0,0,support,high
11874,0,0.42,0.47,6,174,5,0,0,technical,low
11875,0,0.4,0.47,5,173,5,0,0,technical,medium
11876,0,0.33,0.41,2,198,4,0,0,technical,medium
11877,0,0.68,0.66,3,238,2,0,0,management,medium
11878,0,0.78,0.8,3,256,2,0,0,IT,medium
11879,0,0.92,0.6,3,179,2,0,0,IT,low
11880,0,0.66,0.66,4,273,4,1,0,IT,low
11881,0,0.6,0.45,3,104,4,0,0,IT,low
11882,0,0.86,0.83,4,208,3,1,0,IT,low
11883,0,0.61,0.49,3,275,2,0,0,product_mng,low
11884,0,0.71,0.68,3,231,2,1,0,product_mng,low
11885,0,0.86,0.62,4,186,3,0,0,product_mng,low
11886,0,0.96,0.59,3,241,3,0,0,product_mng,low
11887,0,0.7,0.54,3,194,2,1,0,IT,low
11888,0,0.38,0.49,4,196,3,0,1,management,high
11889,0,0.39,0.75,6,185,3,0,1,management,high
11890,0,0.49,0.4,2,148,2,1,1,management,high
11891,0,0.78,0.62,4,150,3,0,1,management,high
11892,0,0.74,0.79,5,121,5,0,1,management,high
11893,0,0.82,0.76,4,266,3,0,1,management,high
11894,0,0.6,0.42,2,109,6,0,0,sales,low
11895,0,0.72,0.99,3,143,4,0,0,sales,low
11896,0,0.73,0.97,3,174,3,0,0,sales,low
11897,0,0.89,0.55,4,159,2,0,0,sales,medium
11898,0,0.74,0.94,4,157,2,0,0,sales,medium
11899,0,0.83,0.57,2,222,2,0,0,sales,medium
11900,0,0.24,0.88,5,199,5,1,0,sales,medium
11901,0,0.93,0.89,3,255,7,1,0,sales,medium
11902,0,0.96,0.62,4,253,7,0,0,sales,medium
11903,0,0.16,0.68,5,149,7,1,0,sales,medium
11904,0,0.21,0.85,6,285,7,0,0,sales,medium
11905,0,0.69,0.54,3,164,7,0,0,sales,medium
11906,0,0.66,0.96,3,243,3,1,0,sales,medium
11907,0,0.67,0.39,2,207,7,0,0,sales,medium
11908,0,0.85,0.58,4,186,7,0,0,sales,medium
11909,0,0.37,0.92,4,211,7,0,0,sales,high
11910,0,0.64,0.64,2,190,3,0,0,sales,low
11911,0,0.91,0.82,2,241,3,0,0,sales,medium
11912,0,0.96,0.68,3,206,3,0,0,sales,medium
11913,0,0.74,0.7,4,273,3,0,0,sales,medium
11914,0,0.94,0.99,2,157,3,0,0,sales,medium
11915,0,0.37,0.72,3,183,2,0,0,sales,low
11916,0,0.92,0.85,3,151,6,1,0,sales,low
11917,0,0.86,0.72,3,217,3,0,0,sales,low
11918,0,0.66,0.49,5,235,8,1,0,sales,low
11919,0,0.19,0.61,4,127,8,0,0,sales,low
11920,0,0.65,0.61,5,167,8,0,0,sales,low
11921,0,0.92,0.44,3,260,8,0,0,sales,low
11922,0,0.83,0.8,3,240,8,0,0,sales,low
11923,0,0.94,0.82,4,187,3,0,0,sales,low
11924,0,0.42,0.69,3,126,2,0,0,sales,low
11925,0,0.78,0.53,6,168,3,0,0,sales,low
11926,0,0.58,0.76,4,197,5,0,0,sales,low
11927,0,0.5,0.64,2,170,8,0,0,sales,low
11928,0,0.82,0.76,3,219,8,1,0,IT,low
11929,0,0.97,0.92,6,137,8,1,0,product_mng,low
11930,0,0.8,0.93,3,225,4,0,0,product_mng,low
11931,0,0.82,0.84,3,194,3,0,0,product_mng,low
11932,0,0.95,0.99,5,251,4,0,0,product_mng,low
11933,0,0.88,0.51,5,195,4,0,0,IT,low
11934,0,0.5,0.86,3,180,7,0,1,management,high
11935,0,0.53,0.8,2,225,7,1,1,management,high
11936,0,0.82,0.74,3,229,7,0,1,management,high
11937,0,0.15,0.74,6,144,7,0,1,management,high
11938,0,0.92,0.7,3,129,3,0,1,management,high
11939,0,0.53,0.74,3,172,10,0,1,management,high
11940,0,0.58,1,4,220,10,0,0,marketing,medium
11941,0,0.88,0.74,3,273,10,0,0,sales,medium
11942,0,0.85,0.72,3,245,10,0,0,accounting,medium
11943,0,0.99,0.68,5,264,10,1,0,support,medium
11944,0,0.94,0.73,3,268,10,0,0,technical,medium
11945,0,0.63,0.94,3,172,3,0,0,management,medium
11946,0,0.85,0.9,3,245,3,0,0,marketing,medium
11947,0,0.95,0.66,5,192,3,0,0,marketing,medium
11948,0,0.71,0.66,3,268,4,0,0,marketing,high
11949,0,0.49,0.88,4,244,3,0,0,sales,low
11950,0,0.71,0.69,4,222,4,0,0,sales,medium
11951,0,0.52,0.62,5,239,2,0,0,sales,medium
11952,0,0.48,0.72,3,143,4,0,0,sales,medium
11953,0,0.82,0.79,3,160,3,0,0,sales,medium
11954,0,0.83,0.76,2,255,7,0,0,sales,low
11955,0,0.85,0.87,4,152,7,0,0,sales,low
11956,0,0.57,0.64,4,226,7,0,0,sales,low
11957,0,0.16,0.63,5,266,7,0,0,IT,low
11958,0,0.85,0.64,5,256,7,0,0,product_mng,low
11959,0,0.82,0.67,3,198,3,1,0,product_mng,low
11960,0,0.9,0.89,4,254,7,0,0,product_mng,low
11961,0,0.92,0.64,2,104,7,0,0,product_mng,low
11962,0,0.9,0.48,4,136,7,0,0,IT,low
11963,0,0.82,0.8,5,205,3,0,0,IT,low
11964,0,0.84,0.81,4,236,3,1,0,IT,low
11965,0,0.92,0.65,3,176,3,0,0,IT,low
11966,0,0.82,0.82,3,148,3,0,0,IT,low
11967,0,0.8,0.8,4,146,3,1,0,IT,low
11968,0,0.6,0.85,3,242,2,0,0,IT,low
11969,0,0.14,0.38,5,115,6,1,0,marketing,high
11970,0,0.85,0.89,4,150,3,0,0,accounting,high
11971,0,0.55,0.81,3,239,8,0,0,accounting,high
11972,0,0.49,0.71,4,178,8,0,0,IT,medium
11973,0,0.82,0.58,5,263,8,0,0,IT,medium
11974,0,0.59,0.77,3,272,8,0,0,management,high
11975,0,0.9,0.82,3,133,8,0,0,marketing,medium
11976,0,0.62,0.72,3,149,3,1,0,marketing,medium
11977,0,0.61,0.68,3,193,2,0,0,marketing,medium
11978,0,0.52,0.55,5,174,3,1,0,sales,medium
11979,0,0.79,0.87,4,223,5,0,0,sales,medium
11980,0,0.49,0.89,4,201,8,0,0,sales,medium
11981,0,0.73,0.67,2,139,8,0,0,sales,medium
11982,0,0.67,0.49,5,241,8,0,0,sales,medium
11983,0,0.52,0.61,4,187,4,1,0,sales,medium
11984,0,0.72,0.64,4,192,3,0,0,sales,medium
11985,0,0.48,0.5,5,142,4,0,0,IT,medium
11986,0,0.19,0.79,4,229,4,0,0,product_mng,medium
11987,0,0.49,0.49,3,104,7,0,0,product_mng,high
11988,0,0.9,0.76,3,255,7,0,0,product_mng,low
11989,0,0.49,0.49,4,212,7,0,0,product_mng,medium
11990,0,0.6,0.53,2,235,7,0,0,IT,medium
11991,0,0.62,0.85,3,237,3,1,0,IT,medium
11992,0,0.64,0.5,4,253,10,0,1,management,high
11993,0,0.22,0.94,3,193,10,0,1,management,high
11994,0,0.9,0.55,3,259,10,1,1,management,high
11995,0,0.74,0.95,5,266,10,0,1,management,high
11996,0,0.85,0.54,3,185,10,0,1,management,high
11997,0,0.33,0.65,3,172,10,0,1,marketing,high
11998,0,0.5,0.73,4,180,3,0,0,IT,low
11999,1,0.38,0.53,2,157,3,0,0,sales,low
12000,1,0.8,0.86,5,262,6,0,0,sales,medium
12001,1,0.11,0.88,7,272,4,0,0,sales,medium
12002,1,0.72,0.87,5,223,5,0,0,sales,low
12003,1,0.37,0.52,2,159,3,0,0,sales,low
12004,1,0.41,0.5,2,153,3,0,0,sales,low
12005,1,0.1,0.77,6,247,4,0,0,sales,low
12006,1,0.92,0.85,5,259,5,0,0,sales,low
12007,1,0.89,1,5,224,5,0,0,sales,low
12008,1,0.42,0.53,2,142,3,0,0,sales,low
12009,1,0.45,0.54,2,135,3,0,0,sales,low
12010,1,0.11,0.81,6,305,4,0,0,sales,low
12011,1,0.84,0.92,4,234,5,0,0,sales,low
12012,1,0.41,0.55,2,148,3,0,0,sales,low
12013,1,0.36,0.56,2,137,3,0,0,sales,low
12014,1,0.38,0.54,2,143,3,0,0,sales,low
12015,1,0.45,0.47,2,160,3,0,0,sales,low
12016,1,0.78,0.99,4,255,6,0,0,sales,low
12017,1,0.45,0.51,2,160,3,1,1,sales,low
12018,1,0.76,0.89,5,262,5,0,0,sales,low
12019,1,0.11,0.83,6,282,4,0,0,sales,low
12020,1,0.38,0.55,2,147,3,0,0,sales,low
12021,1,0.09,0.95,6,304,4,0,0,sales,low
12022,1,0.46,0.57,2,139,3,0,0,sales,low
12023,1,0.4,0.53,2,158,3,0,0,sales,low
12024,1,0.89,0.92,5,242,5,0,0,sales,low
12025,1,0.82,0.87,4,239,5,0,0,sales,low
12026,1,0.4,0.49,2,135,3,0,0,sales,low
12027,1,0.41,0.46,2,128,3,0,0,accounting,low
12028,1,0.38,0.5,2,132,3,0,0,accounting,low
12029,1,0.09,0.62,6,294,4,0,0,accounting,low
12030,1,0.45,0.57,2,134,3,0,0,hr,low
12031,1,0.4,0.51,2,145,3,0,0,hr,low
12032,1,0.45,0.55,2,140,3,0,0,hr,low
12033,1,0.84,0.87,4,246,6,0,0,hr,low
12034,1,0.1,0.94,6,255,4,0,0,technical,low
12035,1,0.38,0.46,2,137,3,0,0,technical,low
12036,1,0.45,0.5,2,126,3,0,0,technical,low
12037,1,0.11,0.89,6,306,4,0,0,technical,low
12038,1,0.41,0.54,2,152,3,0,0,technical,low
12039,1,0.87,0.88,5,269,5,0,0,technical,low
12040,1,0.45,0.48,2,158,3,0,0,technical,low
12041,1,0.4,0.46,2,127,3,0,0,technical,low
12042,1,0.1,0.8,7,281,4,0,0,technical,low
12043,1,0.09,0.89,6,276,4,0,0,technical,low
12044,1,0.84,0.74,3,182,4,0,0,technical,low
12045,1,0.4,0.55,2,147,3,0,0,support,low
12046,1,0.57,0.7,3,273,6,0,0,support,low
12047,1,0.4,0.54,2,148,3,0,0,support,low
12048,1,0.43,0.47,2,147,3,0,0,support,low
12049,1,0.13,0.78,6,152,2,0,0,support,low
12050,1,0.44,0.55,2,135,3,0,0,support,low
12051,1,0.38,0.55,2,134,3,0,0,support,low
12052,1,0.39,0.54,2,132,3,0,0,support,low
12053,1,0.1,0.92,7,307,4,0,0,support,low
12054,1,0.37,0.46,2,140,3,0,0,support,low
12055,1,0.11,0.94,7,255,4,0,0,support,low
12056,1,0.1,0.81,6,309,4,0,0,technical,low
12057,1,0.38,0.54,2,128,3,0,0,technical,low
12058,1,0.85,1,4,225,5,0,0,technical,low
12059,1,0.85,0.91,5,226,5,0,0,management,medium
12060,1,0.11,0.93,7,308,4,0,0,IT,medium
12061,1,0.1,0.95,6,244,5,0,0,IT,medium
12062,1,0.36,0.56,2,132,3,0,0,IT,medium
12063,1,0.11,0.94,6,286,4,0,0,IT,medium
12064,1,0.81,0.7,6,161,4,0,0,IT,medium
12065,1,0.43,0.54,2,153,3,0,0,product_mng,medium
12066,1,0.9,0.98,4,264,6,0,0,product_mng,medium
12067,1,0.76,0.86,5,223,5,1,0,product_mng,medium
12068,1,0.43,0.5,2,135,3,0,0,product_mng,medium
12069,1,0.74,0.99,2,277,3,0,0,IT,medium
12070,1,0.09,0.77,5,275,4,0,0,product_mng,medium
12071,1,0.45,0.49,2,149,3,0,0,product_mng,high
12072,1,0.09,0.87,7,295,4,0,0,product_mng,low
12073,1,0.11,0.97,6,277,4,0,0,product_mng,medium
12074,1,0.11,0.79,7,306,4,0,0,product_mng,medium
12075,1,0.1,0.83,6,295,4,0,0,product_mng,medium
12076,1,0.4,0.54,2,137,3,0,0,marketing,medium
12077,1,0.43,0.56,2,157,3,0,0,sales,low
12078,1,0.39,0.56,2,142,3,0,0,accounting,low
12079,1,0.45,0.54,2,140,3,0,0,support,low
12080,1,0.38,0.49,2,151,3,0,0,technical,low
12081,1,0.79,0.59,4,139,3,0,1,management,low
12082,1,0.84,0.85,4,249,6,0,0,marketing,low
12083,1,0.11,0.77,6,291,4,0,0,marketing,low
12084,1,0.11,0.87,6,305,4,0,0,marketing,low
12085,1,0.17,0.84,5,232,3,0,0,sales,low
12086,1,0.44,0.45,2,132,3,0,0,sales,low
12087,1,0.37,0.57,2,130,3,0,0,sales,low
12088,1,0.1,0.79,6,291,4,0,0,sales,low
12089,1,0.4,0.5,2,130,3,0,0,sales,low
12090,1,0.89,1,5,246,5,0,0,sales,low
12091,1,0.42,0.48,2,143,3,0,0,sales,low
12092,1,0.46,0.55,2,129,3,0,0,sales,low
12093,1,0.09,0.83,6,255,4,0,0,sales,low
12094,1,0.37,0.51,2,155,3,0,0,sales,low
12095,1,0.1,0.77,6,265,4,0,0,sales,low
12096,1,0.1,0.84,6,279,4,0,0,sales,low
12097,1,0.11,0.97,6,284,4,0,0,sales,low
12098,1,0.9,1,5,221,6,0,0,sales,medium
12099,1,0.38,0.52,2,154,3,0,0,sales,medium
12100,1,0.36,0.52,2,147,3,0,0,sales,medium
12101,1,0.42,0.46,2,150,3,0,0,sales,medium
12102,1,0.09,0.94,7,267,4,0,0,sales,medium
12103,1,0.43,0.52,2,158,3,0,0,sales,medium
12104,1,0.24,0.46,7,224,5,0,0,accounting,medium
12105,1,0.91,1,4,257,5,0,0,accounting,medium
12106,1,0.44,0.5,2,148,3,0,0,accounting,medium
12107,1,0.71,0.87,3,177,4,0,0,hr,medium
12108,1,0.4,0.49,2,155,3,0,0,hr,medium
12109,1,0.43,0.47,2,144,3,0,0,hr,medium
12110,1,0.09,0.85,6,289,4,0,0,hr,high
12111,1,0.43,0.52,2,160,3,0,0,technical,low
12112,1,0.9,0.96,4,258,5,0,0,technical,medium
12113,1,0.84,1,5,234,5,0,0,technical,medium
12114,1,0.37,0.48,2,137,3,0,0,technical,medium
12115,1,0.86,0.68,5,263,2,0,0,technical,medium
12116,1,0.11,0.84,6,251,4,0,0,technical,low
12117,1,0.37,0.57,2,133,3,0,0,technical,low
12118,1,0.4,0.46,2,132,3,0,0,technical,low
12119,1,0.14,0.62,4,158,4,1,0,technical,low
12120,1,0.4,0.46,2,135,3,0,0,technical,low
12121,1,0.75,1,4,216,6,0,0,technical,low
12122,1,0.11,0.84,6,300,5,1,0,support,low
12123,1,0.46,0.49,2,138,3,0,0,support,low
12124,1,0.11,0.92,6,260,4,0,0,support,low
12125,1,0.38,0.49,2,132,3,0,0,support,low
12126,1,0.7,0.89,3,183,5,0,0,support,low
12127,1,0.09,0.82,6,250,4,0,0,support,low
12128,1,0.37,0.45,2,151,3,0,0,support,low
12129,1,0.1,0.83,6,292,4,0,0,support,low
12130,1,0.38,0.57,2,140,3,0,0,support,low
12131,1,0.9,1,5,221,5,0,0,support,low
12132,1,0.44,0.51,2,138,3,0,0,support,low
12133,1,0.36,0.5,2,132,3,0,0,technical,low
12134,1,0.31,0.84,7,133,5,0,0,technical,low
12135,1,0.1,0.84,6,283,4,1,0,technical,low
12136,1,0.42,0.48,2,129,3,0,0,management,low
12137,1,0.74,1,4,249,5,0,0,IT,low
12138,1,0.73,0.87,5,257,5,0,0,IT,low
12139,1,0.09,0.96,6,245,4,0,0,IT,low
12140,1,0.45,0.53,2,155,3,0,0,IT,low
12141,1,0.11,0.8,6,256,4,0,0,IT,low
12142,1,0.37,0.47,2,152,3,0,0,product_mng,low
12143,1,0.84,0.99,4,267,5,0,0,product_mng,low
12144,1,0.41,0.46,2,151,3,0,0,product_mng,low
12145,1,0.76,0.92,4,239,5,0,0,product_mng,low
12146,1,0.11,0.87,6,306,4,0,0,IT,low
12147,1,0.84,0.88,4,263,5,1,0,marketing,low
12148,1,0.39,0.5,2,147,3,0,0,marketing,low
12149,1,0.11,0.91,6,278,4,0,0,marketing,low
12150,1,0.45,0.56,2,154,3,0,0,marketing,low
12151,1,0.37,0.52,2,143,3,0,0,marketing,low
12152,1,0.4,0.52,2,155,3,0,0,marketing,low
12153,1,0.39,0.48,2,160,3,0,0,sales,low
12154,1,0.11,0.8,6,304,4,0,0,accounting,low
12155,1,0.83,1,5,240,5,0,0,support,low
12156,1,0.11,0.92,6,305,4,0,0,technical,low
12157,1,0.39,0.5,2,136,3,0,0,management,low
12158,1,0.45,0.45,2,132,3,0,0,marketing,low
12159,1,0.1,0.95,7,301,4,0,0,marketing,low
12160,1,0.9,0.98,5,243,6,0,0,marketing,low
12161,1,0.45,0.51,2,147,3,0,0,sales,low
12162,1,0.79,0.89,5,239,5,0,0,sales,low
12163,1,0.9,0.99,5,260,5,0,0,sales,low
12164,1,0.11,0.84,7,296,4,0,0,sales,low
12165,1,0.43,0.55,2,129,3,0,0,sales,low
12166,1,0.31,0.54,5,132,5,0,0,sales,low
12167,1,0.32,0.5,2,135,5,0,0,sales,low
12168,1,0.45,0.57,2,158,3,0,0,sales,low
12169,1,0.81,0.99,4,259,5,0,0,sales,low
12170,1,0.41,0.46,2,160,3,0,1,sales,low
12171,1,0.11,0.78,7,278,4,0,0,sales,low
12172,1,0.1,0.88,6,284,4,0,0,sales,low
12173,1,0.7,0.53,2,274,4,0,0,sales,low
12174,1,0.54,0.74,4,164,2,0,0,sales,low
12175,1,0.41,0.48,2,148,3,0,0,sales,low
12176,1,0.38,0.5,2,140,3,0,0,sales,medium
12177,1,0.37,0.51,2,127,3,0,0,sales,medium
12178,1,0.11,0.85,6,308,5,0,0,sales,medium
12179,1,0.4,0.47,2,146,3,0,0,sales,medium
12180,1,0.1,0.84,6,261,4,0,0,accounting,medium
12181,1,0.89,0.99,5,257,5,0,0,accounting,medium
12182,1,0.11,0.8,6,285,4,0,0,accounting,medium
12183,1,0.36,0.55,2,141,3,0,0,hr,medium
12184,1,0.4,0.46,2,127,3,0,0,hr,medium
12185,1,0.09,0.85,6,297,4,0,0,hr,medium
12186,1,0.4,0.46,2,143,3,0,0,hr,medium
12187,1,0.37,0.55,2,152,3,0,0,technical,medium
12188,1,0.44,0.51,2,156,3,0,0,technical,high
12189,1,0.09,0.8,7,283,5,0,0,technical,low
12190,1,0.92,0.87,4,226,6,1,0,technical,medium
12191,1,0.74,0.91,4,232,5,0,0,technical,medium
12192,1,0.09,0.82,6,249,4,0,0,technical,medium
12193,1,0.89,0.95,4,275,5,0,0,technical,medium
12194,1,0.09,0.8,6,304,4,0,0,technical,low
12195,1,0.27,0.54,7,278,3,0,0,technical,low
12196,1,0.1,0.91,6,287,4,0,0,technical,low
12197,1,0.1,0.89,7,285,4,0,0,technical,low
12198,1,0.77,0.94,5,226,6,0,0,support,low
12199,1,0.9,0.82,5,259,5,0,0,support,low
12200,1,0.39,0.5,2,135,3,0,0,support,low
12201,1,0.76,1,5,219,5,0,0,support,low
12202,1,0.1,0.93,6,256,4,0,0,support,low
12203,1,0.87,0.9,5,254,6,0,0,support,low
12204,1,0.38,0.5,2,153,3,0,0,support,low
12205,1,0.77,0.99,5,228,5,0,0,support,low
12206,1,0.78,0.87,4,228,5,0,0,support,low
12207,1,0.44,0.5,2,128,3,0,0,support,low
12208,1,0.38,0.52,2,153,3,0,0,support,low
12209,1,0.43,0.46,2,156,3,0,0,technical,low
12210,1,0.39,0.5,4,294,3,0,0,technical,low
12211,1,0.88,1,5,219,5,0,0,technical,low
12212,1,0.45,0.46,2,153,3,0,0,management,low
12213,1,0.4,0.53,2,151,3,0,0,IT,low
12214,1,0.36,0.51,2,155,3,0,0,IT,low
12215,1,0.36,0.48,2,158,3,0,0,IT,low
12216,1,0.9,0.98,5,245,5,0,0,IT,low
12217,1,0.43,0.53,2,131,3,0,0,IT,low
12218,1,0.89,0.87,5,225,5,0,0,product_mng,low
12219,1,0.1,0.84,6,286,4,0,0,product_mng,low
12220,1,0.37,0.5,2,135,3,0,0,product_mng,low
12221,1,0.37,0.51,2,153,3,0,0,product_mng,low
12222,1,0.87,0.9,5,252,5,0,0,IT,low
12223,1,0.4,0.56,2,149,3,0,0,accounting,low
12224,1,0.9,0.97,4,258,5,0,0,accounting,low
12225,1,0.37,0.46,2,158,3,0,0,hr,low
12226,1,0.44,0.54,2,149,3,0,0,hr,low
12227,1,0.85,0.95,5,236,5,0,0,hr,low
12228,1,0.78,0.98,5,239,6,0,0,marketing,low
12229,1,0.42,0.47,2,159,3,0,0,marketing,low
12230,1,0.92,0.99,5,255,6,0,0,sales,low
12231,1,0.11,0.83,6,244,4,0,0,accounting,low
12232,1,0.42,0.56,2,134,3,0,0,support,low
12233,1,0.48,0.57,4,270,4,0,0,technical,low
12234,1,0.83,0.85,4,255,5,0,0,management,low
12235,1,0.4,0.53,2,151,3,0,0,marketing,low
12236,1,0.43,0.45,2,135,3,0,0,marketing,low
12237,1,0.43,0.53,2,146,3,0,0,marketing,low
12238,1,0.1,0.97,7,254,4,0,0,sales,low
12239,1,0.1,0.87,7,289,4,0,0,sales,low
12240,1,0.37,0.46,2,156,3,0,0,sales,low
12241,1,0.38,0.53,2,156,3,0,0,sales,low
12242,1,0.4,0.5,2,128,3,0,0,sales,low
12243,1,0.89,0.86,5,275,5,0,0,sales,low
12244,1,0.45,0.46,2,155,3,0,0,sales,low
12245,1,0.37,0.48,2,159,3,0,0,sales,low
12246,1,0.46,0.49,2,148,3,0,0,sales,low
12247,1,0.87,0.91,4,228,5,0,0,sales,low
12248,1,0.11,0.84,6,298,4,0,0,sales,low
12249,1,0.79,0.87,5,261,5,0,0,sales,low
12250,1,0.79,0.92,5,254,6,0,0,sales,low
12251,1,0.19,0.59,7,192,3,0,0,sales,low
12252,1,0.87,0.98,4,248,5,0,0,sales,low
12253,1,0.6,0.92,2,258,5,0,0,sales,low
12254,1,0.44,0.45,2,156,3,0,0,sales,medium
12255,1,0.11,0.81,6,266,4,1,0,sales,medium
12256,1,0.42,0.54,2,156,3,0,0,sales,medium
12257,1,0.88,0.88,5,232,5,1,0,accounting,medium
12258,1,0.11,0.84,6,287,4,0,0,accounting,medium
12259,1,0.46,0.46,2,154,3,0,0,accounting,medium
12260,1,0.82,0.97,5,263,5,0,0,hr,medium
12261,1,0.44,0.56,2,131,3,0,0,hr,medium
12262,1,0.11,0.78,6,260,4,0,0,hr,medium
12263,1,0.42,0.5,2,139,3,0,0,hr,medium
12264,1,0.84,0.93,4,251,5,0,0,technical,medium
12265,1,0.11,0.95,6,286,4,0,0,technical,medium
12266,1,0.45,0.53,2,129,3,0,0,technical,high
12267,1,0.38,0.56,2,156,3,0,0,technical,low
12268,1,0.38,0.86,6,139,6,0,0,technical,medium
12269,1,0.44,0.51,2,127,3,0,0,technical,medium
12270,1,0.11,0.84,6,251,4,0,0,technical,medium
12271,1,0.81,0.93,5,270,5,0,0,technical,medium
12272,1,0.09,0.96,6,296,4,0,0,technical,low
12273,1,0.11,0.9,6,254,4,0,0,technical,low
12274,1,0.81,0.95,5,238,6,0,0,technical,low
12275,1,0.1,0.97,6,267,4,1,0,support,low
